municipality_code,geographic_level,state_abbreviation,municipality_name,land_use_purpose,income_bracket,association_status,number_of_agricultural_establishments,total_area_in_hectares
1716604,7,TO,Peixe,Total,Total,Total,889,366222.0
1716653,7,TO,Pequizeiro,Total,Total,Total,786,104225.0
1716703,7,TO,Colméia,Total,Total,Total,693,85939.0
1717008,7,TO,Pindorama do Tocantins,Total,Total,Total,791,127274.0
1717206,7,TO,Piraquê,Total,Total,Total,430,96571.0
1717503,7,TO,Pium,Total,Total,Total,599,428207.0
1717800,7,TO,Ponte Alta do Bom Jesus,Total,Total,Total,372,66553.0
1717909,7,TO,Ponte Alta do Tocantins,Total,Total,Total,774,174067.0
1718006,7,TO,Porto Alegre do Tocantins,Total,Total,Total,146,21777.0
1718204,7,TO,Porto Nacional,Total,Total,Total,1730,229503.0
1718303,7,TO,Praia Norte,Total,Total,Total,190,10155.0
1718402,7,TO,Presidente Kennedy,Total,Total,Total,165,53235.0
1718451,7,TO,Pugmil,Total,Total,Total,161,46505.0
1718501,7,TO,Recursolândia,Total,Total,Total,404,91115.0
1718550,7,TO,Riachinho,Total,Total,Total,490,40752.0
1718659,7,TO,Rio da Conceição,Total,Total,Total,26,12920.0
1718709,7,TO,Rio dos Bois,Total,Total,Total,375,54940.0
1718758,7,TO,Rio Sono,Total,Total,Total,1197,249931.0
1718808,7,TO,Sampaio,Total,Total,Total,330,10841.0
1718840,7,TO,Sandolândia,Total,Total,Total,419,283510.0
1718865,7,TO,Santa Fé do Araguaia,Total,Total,Total,315,140530.0
1718881,7,TO,Santa Maria do Tocantins,Total,Total,Total,413,86311.0
1718899,7,TO,Santa Rita do Tocantins,Total,Total,Total,460,238734.0
1718907,7,TO,Santa Rosa do Tocantins,Total,Total,Total,540,117935.0
1719004,7,TO,Santa Tereza do Tocantins,Total,Total,Total,287,29450.0
1720002,7,TO,Santa Terezinha do Tocantins,Total,Total,Total,128,13625.0
1720101,7,TO,São Bento do Tocantins,Total,Total,Total,399,54780.0
1720150,7,TO,São Félix do Tocantins,Total,Total,Total,134,11273.0
1720200,7,TO,São Miguel do Tocantins,Total,Total,Total,280,19325.0
1720259,7,TO,São Salvador do Tocantins,Total,Total,Total,305,58698.0
1720309,7,TO,São Sebastião do Tocantins,Total,Total,Total,277,20021.0
1720499,7,TO,São Valério,Total,Total,Total,473,142026.0
1720655,7,TO,Silvanópolis,Total,Total,Total,366,81824.0
1720804,7,TO,Sítio Novo do Tocantins,Total,Total,Total,323,18753.0
1720853,7,TO,Sucupira,Total,Total,Total,144,67252.0
1720903,7,TO,Taguatinga,Total,Total,Total,764,112644.0
1720937,7,TO,Taipas do Tocantins,Total,Total,Total,98,60828.0
1720978,7,TO,Talismã,Total,Total,Total,331,188913.0
1721000,7,TO,Palmas,Total,Total,Total,1233,72871.0
1721109,7,TO,Tocantínia,Total,Total,Total,690,39263.0
1721208,7,TO,Tocantinópolis,Total,Total,Total,220,19029.0
1721257,7,TO,Tupirama,Total,Total,Total,142,35122.0
1721307,7,TO,Tupiratins,Total,Total,Total,275,43377.0
1722081,7,TO,Wanderlândia,Total,Total,Total,484,82095.0
1722107,7,TO,Xambioá,Total,Total,Total,464,95995.0
2100055,7,MA,Açailândia,Total,Total,Total,1617,457317.0
2100105,7,MA,Afonso Cunha,Total,Total,Total,280,9007.0
2100154,7,MA,Água Doce do Maranhão,Total,Total,Total,790,7797.0
2100204,7,MA,Alcântara,Total,Total,Total,1570,2270.0
2100303,7,MA,Aldeias Altas,Total,Total,Total,1362,56892.0
2100402,7,MA,Altamira do Maranhão,Total,Total,Total,413,37915.0
2100436,7,MA,Alto Alegre do Maranhão,Total,Total,Total,209,18266.0
2100477,7,MA,Alto Alegre do Pindaré,Total,Total,Total,747,67689.0
2100501,7,MA,Alto Parnaíba,Total,Total,Total,447,230764.0
2100550,7,MA,Amapá do Maranhão,Total,Total,Total,210,18172.0
2100600,7,MA,Amarante do Maranhão,Total,Total,Total,2305,214062.0
2100709,7,MA,Anajatuba,Total,Total,Total,1662,11619.0
2100808,7,MA,Anapurus,Total,Total,Total,1114,37218.0
2100832,7,MA,Apicum-Açu,Total,Total,Total,173,384.0
2100873,7,MA,Araguanã,Total,Total,Total,529,47955.0
2100907,7,MA,Araioses,Total,Total,Total,2266,20969.0
2100956,7,MA,Arame,Total,Total,Total,1402,124427.0
2101004,7,MA,Arari,Total,Total,Total,1260,40102.0
2101103,7,MA,Axixá,Total,Total,Total,695,1696.0
2101202,7,MA,Bacabal,Total,Total,Total,1964,115535.0
2101251,7,MA,Bacabeira,Total,Total,Total,166,5049.0
2101301,7,MA,Bacuri,Total,Total,Total,437,2159.0
2101350,7,MA,Bacurituba,Total,Total,Total,416,1099.0
2101400,7,MA,Balsas,Total,Total,Total,1488,558196.0
2101509,7,MA,Barão de Grajaú,Total,Total,Total,872,46506.0
2101608,7,MA,Barra do Corda,Total,Total,Total,2459,215675.0
2101707,7,MA,Barreirinhas,Total,Total,Total,2457,5513.0
2101731,7,MA,Belágua,Total,Total,Total,892,608.0
2101772,7,MA,Bela Vista do Maranhão,Total,Total,Total,201,7175.0
2101806,7,MA,Benedito Leite,Total,Total,Total,363,86052.0
2101905,7,MA,Bequimão,Total,Total,Total,2009,5958.0
2101939,7,MA,Bernardo do Mearim,Total,Total,Total,456,12620.0
2101970,7,MA,Boa Vista do Gurupi,Total,Total,Total,188,22396.0
2102002,7,MA,Bom Jardim,Total,Total,Total,1044,173023.0
2102036,7,MA,Bom Jesus das Selvas,Total,Total,Total,781,139486.0
2102077,7,MA,Bom Lugar,Total,Total,Total,900,33387.0
2102101,7,MA,Brejo,Total,Total,Total,2416,68448.0
2102150,7,MA,Brejo de Areia,Total,Total,Total,697,68092.0
2102200,7,MA,Buriti,Total,Total,Total,2946,41712.0
2102309,7,MA,Buriti Bravo,Total,Total,Total,899,59176.0
2102325,7,MA,Buriticupu,Total,Total,Total,837,100739.0
2102358,7,MA,Buritirana,Total,Total,Total,588,65284.0
2102374,7,MA,Cachoeira Grande,Total,Total,Total,904,1660.0
2102408,7,MA,Cajapió,Total,Total,Total,781,10395.0
2102507,7,MA,Cajari,Total,Total,Total,2149,24148.0
2102556,7,MA,Campestre do Maranhão,Total,Total,Total,207,47533.0
2102606,7,MA,Cândido Mendes,Total,Total,Total,433,21513.0
2102705,7,MA,Cantanhede,Total,Total,Total,1369,17946.0
2102754,7,MA,Capinzal do Norte,Total,Total,Total,746,36898.0
2102804,7,MA,Carolina,Total,Total,Total,1253,275667.0
2102903,7,MA,Carutapera,Total,Total,Total,379,24107.0
2103000,7,MA,Caxias,Total,Total,Total,4567,135289.0
2103109,7,MA,Cedral,Total,Total,Total,401,1779.0
2103125,7,MA,Central do Maranhão,Total,Total,Total,367,351.0
2103158,7,MA,Centro do Guilherme,Total,Total,Total,425,30244.0
2103174,7,MA,Centro Novo do Maranhão,Total,Total,Total,536,69232.0
2103208,7,MA,Chapadinha,Total,Total,Total,4314,131594.0
2103257,7,MA,Cidelândia,Total,Total,Total,816,111463.0
2103307,7,MA,Codó,Total,Total,Total,4808,152787.0
2103406,7,MA,Coelho Neto,Total,Total,Total,974,23602.0
2103505,7,MA,Colinas,Total,Total,Total,1198,46150.0
2103554,7,MA,Conceição do Lago-Açu,Total,Total,Total,484,19906.0
2103604,7,MA,Coroatá,Total,Total,Total,2826,68464.0
2103703,7,MA,Cururupu,Total,Total,Total,443,654.0
2103752,7,MA,Davinópolis,Total,Total,Total,214,24219.0
2103802,7,MA,Dom Pedro,Total,Total,Total,631,20925.0
2103901,7,MA,Duque Bacelar,Total,Total,Total,263,1654.0
2104008,7,MA,Esperantinópolis,Total,Total,Total,1423,28462.0
2104057,7,MA,Estreito,Total,Total,Total,1327,170684.0
2104073,7,MA,Feira Nova do Maranhão,Total,Total,Total,1019,101609.0
2104081,7,MA,Fernando Falcão,Total,Total,Total,758,69843.0
2104099,7,MA,Formosa da Serra Negra,Total,Total,Total,1949,165359.0
2104107,7,MA,Fortaleza dos Nogueiras,Total,Total,Total,1088,124789.0
2104206,7,MA,Fortuna,Total,Total,Total,317,12587.0
2104305,7,MA,Godofredo Viana,Total,Total,Total,226,13009.0
2104404,7,MA,Gonçalves Dias,Total,Total,Total,1023,34818.0
2104503,7,MA,Governador Archer,Total,Total,Total,410,38636.0
2104552,7,MA,Governador Edison Lobão,Total,Total,Total,314,40089.0
2104602,7,MA,Governador Eugênio Barros,Total,Total,Total,1114,47950.0
2104628,7,MA,Governador Luiz Rocha,Total,Total,Total,179,11181.0
2104651,7,MA,Governador Newton Bello,Total,Total,Total,315,47255.0
2104677,7,MA,Governador Nunes Freire,Total,Total,Total,550,40320.0
2104701,7,MA,Graça Aranha,Total,Total,Total,459,14316.0
2104800,7,MA,Grajaú,Total,Total,Total,3216,477768.0
2104909,7,MA,Guimarães,Total,Total,Total,449,824.0
2105005,7,MA,Humberto de Campos,Total,Total,Total,853,15115.0
2105104,7,MA,Icatu,Total,Total,Total,1429,5501.0
2105153,7,MA,Igarapé do Meio,Total,Total,Total,361,20343.0
2105203,7,MA,Igarapé Grande,Total,Total,Total,661,24702.0
2105302,7,MA,Imperatriz,Total,Total,Total,709,106328.0
2105351,7,MA,Itaipava do Grajaú,Total,Total,Total,799,57966.0
2105401,7,MA,Itapecuru Mirim,Total,Total,Total,2131,31963.0
2105427,7,MA,Itinga do Maranhão,Total,Total,Total,655,217603.0
2105450,7,MA,Jatobá,Total,Total,Total,528,12778.0
2105476,7,MA,Jenipapo dos Vieiras,Total,Total,Total,932,49973.0
2105500,7,MA,João Lisboa,Total,Total,Total,679,84113.0
2105609,7,MA,Joselândia,Total,Total,Total,1146,27243.0
2105658,7,MA,Junco do Maranhão,Total,Total,Total,195,25947.0
2105708,7,MA,Lago da Pedra,Total,Total,Total,1010,75905.0
2105807,7,MA,Lago do Junco,Total,Total,Total,674,17539.0
2105906,7,MA,Lago Verde,Total,Total,Total,615,35490.0
2105922,7,MA,Lagoa do Mato,Total,Total,Total,1012,53632.0
2105948,7,MA,Lago dos Rodrigues,Total,Total,Total,496,11106.0
2105963,7,MA,Lagoa Grande do Maranhão,Total,Total,Total,595,38679.0
2105989,7,MA,Lajeado Novo,Total,Total,Total,691,57722.0
2106003,7,MA,Lima Campos,Total,Total,Total,719,15760.0
2106102,7,MA,Loreto,Total,Total,Total,579,216072.0
2106201,7,MA,Luís Domingues,Total,Total,Total,273,23676.0
2106300,7,MA,Magalhães de Almeida,Total,Total,Total,930,8260.0
2106326,7,MA,Maracaçumé,Total,Total,Total,197,40830.0
2106359,7,MA,Marajá do Sena,Total,Total,Total,382,63265.0
2106375,7,MA,Maranhãozinho,Total,Total,Total,427,42956.0
2106409,7,MA,Mata Roma,Total,Total,Total,1074,28552.0
2106508,7,MA,Matinha,Total,Total,Total,2012,16257.0
2106607,7,MA,Matões,Total,Total,Total,2280,57435.0
2106631,7,MA,Matões do Norte,Total,Total,Total,595,38709.0
2106672,7,MA,Milagres do Maranhão,Total,Total,Total,1183,33700.0
2106706,7,MA,Mirador,Total,Total,Total,1566,119610.0
2106755,7,MA,Miranda do Norte,Total,Total,Total,260,19943.0
2106805,7,MA,Mirinzal,Total,Total,Total,707,1959.0
2106904,7,MA,Monção,Total,Total,Total,934,34341.0
2107001,7,MA,Montes Altos,Total,Total,Total,717,44833.0
2107100,7,MA,Morros,Total,Total,Total,1266,1177.0
2107209,7,MA,Nina Rodrigues,Total,Total,Total,660,2755.0
2107258,7,MA,Nova Colinas,Total,Total,Total,343,36556.0
2107308,7,MA,Nova Iorque,Total,Total,Total,138,34002.0
2107357,7,MA,Nova Olinda do Maranhão,Total,Total,Total,760,67126.0
2107407,7,MA,Olho d'Água das Cunhãs,Total,Total,Total,451,50256.0
2107456,7,MA,Olinda Nova do Maranhão,Total,Total,Total,1052,3151.0
2107506,7,MA,Paço do Lumiar,Total,Total,Total,919,1560.0
2107605,7,MA,Palmeirândia,Total,Total,Total,1924,6998.0
2107704,7,MA,Paraibano,Total,Total,Total,627,25652.0
2107803,7,MA,Parnarama,Total,Total,Total,1771,167829.0
2107902,7,MA,Passagem Franca,Total,Total,Total,1258,49973.0
2108009,7,MA,Pastos Bons,Total,Total,Total,668,69625.0
2108058,7,MA,Paulino Neves,Total,Total,Total,947,1520.0
2108108,7,MA,Paulo Ramos,Total,Total,Total,710,88999.0
2108207,7,MA,Pedreiras,Total,Total,Total,602,9372.0
2108256,7,MA,Pedro do Rosário,Total,Total,Total,3130,86347.0
2108306,7,MA,Penalva,Total,Total,Total,2795,29443.0
2108405,7,MA,Peri Mirim,Total,Total,Total,633,4790.0
2108454,7,MA,Peritoró,Total,Total,Total,824,29167.0
2108504,7,MA,Pindaré-Mirim,Total,Total,Total,241,15714.0
2108603,7,MA,Pinheiro,Total,Total,Total,2186,20336.0
2108702,7,MA,Pio XII,Total,Total,Total,686,30741.0
2108801,7,MA,Pirapemas,Total,Total,Total,972,10666.0
2108900,7,MA,Poção de Pedras,Total,Total,Total,2241,66351.0
2109007,7,MA,Porto Franco,Total,Total,Total,953,107943.0
2109056,7,MA,Porto Rico do Maranhão,Total,Total,Total,284,380.0
2109106,7,MA,Presidente Dutra,Total,Total,Total,969,58025.0
2109205,7,MA,Presidente Juscelino,Total,Total,Total,780,607.0
2109239,7,MA,Presidente Médici,Total,Total,Total,222,17744.0
2109270,7,MA,Presidente Sarney,Total,Total,Total,1420,24758.0
2109304,7,MA,Presidente Vargas,Total,Total,Total,771,2474.0
2109403,7,MA,Primeira Cruz,Total,Total,Total,452,1125.0
2109452,7,MA,Raposa,Total,Total,Total,250,177.0
2109502,7,MA,Riachão,Total,Total,Total,1515,326666.0
2109551,7,MA,Ribamar Fiquene,Total,Total,Total,423,58633.0
2109601,7,MA,Rosário,Total,Total,Total,490,1049.0
2109700,7,MA,Sambaíba,Total,Total,Total,492,122134.0
2109759,7,MA,Santa Filomena do Maranhão,Total,Total,Total,334,32123.0
2109809,7,MA,Santa Helena,Total,Total,Total,1285,21826.0
2109908,7,MA,Santa Inês,Total,Total,Total,282,44569.0
2110005,7,MA,Santa Luzia,Total,Total,Total,1961,261922.0
2110039,7,MA,Santa Luzia do Paruá,Total,Total,Total,833,63598.0
2110104,7,MA,Santa Quitéria do Maranhão,Total,Total,Total,1370,53214.0
2110203,7,MA,Santa Rita,Total,Total,Total,1608,15415.0
2110237,7,MA,Santana do Maranhão,Total,Total,Total,824,871.0
2110278,7,MA,Santo Amaro do Maranhão,Total,Total,Total,725,8097.0
2110302,7,MA,Santo Antônio dos Lopes,Total,Total,Total,1521,50706.0
2110401,7,MA,São Benedito do Rio Preto,Total,Total,Total,1353,15273.0
2110500,7,MA,São Bento,Total,Total,Total,1207,4776.0
2110609,7,MA,São Bernardo,Total,Total,Total,1684,17573.0
2110658,7,MA,São Domingos do Azeitão,Total,Total,Total,239,97185.0
2110708,7,MA,São Domingos do Maranhão,Total,Total,Total,1219,52927.0
2110807,7,MA,São Félix de Balsas,Total,Total,Total,619,75778.0
2110856,7,MA,São Francisco do Brejão,Total,Total,Total,508,68638.0
2110906,7,MA,São Francisco do Maranhão,Total,Total,Total,694,42543.0
2111003,7,MA,São João Batista,Total,Total,Total,2365,3742.0
2111029,7,MA,São João do Carú,Total,Total,Total,359,19086.0
2111052,7,MA,São João do Paraíso,Total,Total,Total,1058,140111.0
2111078,7,MA,São João do Soter,Total,Total,Total,930,18538.0
2111102,7,MA,São João dos Patos,Total,Total,Total,543,31103.0
2111201,7,MA,São José de Ribamar,Total,Total,Total,959,1196.0
2111250,7,MA,São José dos Basílios,Total,Total,Total,738,19671.0
2111300,7,MA,São Luís,Total,Total,Total,817,2016.0
2111409,7,MA,São Luís Gonzaga do Maranhão,Total,Total,Total,1622,56549.0
2111508,7,MA,São Mateus do Maranhão,Total,Total,Total,568,36846.0
2111532,7,MA,São Pedro da Água Branca,Total,Total,Total,236,61236.0
2111573,7,MA,São Pedro dos Crentes,Total,Total,Total,519,55166.0
2111607,7,MA,São Raimundo das Mangabeiras,Total,Total,Total,589,120497.0
2111631,7,MA,São Raimundo do Doca Bezerra,Total,Total,Total,742,35565.0
2111672,7,MA,São Roberto,Total,Total,Total,417,15129.0
2111706,7,MA,São Vicente Ferrer,Total,Total,Total,2009,3748.0
2111722,7,MA,Satubinha,Total,Total,Total,431,19697.0
2111748,7,MA,Senador Alexandre Costa,Total,Total,Total,229,16013.0
2111763,7,MA,Senador La Rocque,Total,Total,Total,509,55691.0
2111789,7,MA,Serrano do Maranhão,Total,Total,Total,498,1822.0
2111805,7,MA,Sítio Novo,Total,Total,Total,2036,181824.0
2111904,7,MA,Sucupira do Norte,Total,Total,Total,710,42436.0
2111953,7,MA,Sucupira do Riachão,Total,Total,Total,195,17163.0
2112001,7,MA,Tasso Fragoso,Total,Total,Total,378,239702.0
2112100,7,MA,Timbiras,Total,Total,Total,1381,37896.0
2112209,7,MA,Timon,Total,Total,Total,2544,59147.0
2112233,7,MA,Trizidela do Vale,Total,Total,Total,377,12967.0
2112274,7,MA,Tufilândia,Total,Total,Total,129,13614.0
2112308,7,MA,Tuntum,Total,Total,Total,1552,194449.0
2112407,7,MA,Turiaçu,Total,Total,Total,1895,9398.0
2112456,7,MA,Turilândia,Total,Total,Total,697,23270.0
2112506,7,MA,Tutóia,Total,Total,Total,2396,8415.0
2112605,7,MA,Urbano Santos,Total,Total,Total,2944,46910.0
2112704,7,MA,Vargem Grande,Total,Total,Total,1813,21602.0
2112803,7,MA,Viana,Total,Total,Total,2692,32805.0
2112852,7,MA,Vila Nova dos Martírios,Total,Total,Total,698,98431.0
2112902,7,MA,Vitória do Mearim,Total,Total,Total,1132,28246.0
2113009,7,MA,Vitorino Freire,Total,Total,Total,933,74235.0
2114007,7,MA,Zé Doca,Total,Total,Total,877,71809.0
2200053,7,PI,Acauã,Total,Total,Total,1734,76968.0
2200103,7,PI,Agricolândia,Total,Total,Total,446,6250.0
2200202,7,PI,Água Branca,Total,Total,Total,448,2435.0
2200251,7,PI,Alagoinha do Piauí,Total,Total,Total,1908,28047.0
2200277,7,PI,Alegrete do Piauí,Total,Total,Total,549,12588.0
2200301,7,PI,Alto Longá,Total,Total,Total,1936,97706.0
2200400,7,PI,Altos,Total,Total,Total,1668,37698.0
2200459,7,PI,Alvorada do Gurguéia,Total,Total,Total,376,46256.0
2200509,7,PI,Amarante,Total,Total,Total,1835,27423.0
2200608,7,PI,Angical do Piauí,Total,Total,Total,457,8862.0
2200707,7,PI,Anísio de Abreu,Total,Total,Total,1306,14049.0
2200806,7,PI,Antônio Almeida,Total,Total,Total,161,35907.0
2200905,7,PI,Aroazes,Total,Total,Total,564,31544.0
2200954,7,PI,Aroeiras do Itaim,Total,Total,Total,594,9922.0
2201002,7,PI,Arraial,Total,Total,Total,680,10772.0
2201051,7,PI,Assunção do Piauí,Total,Total,Total,1254,97934.0
2201101,7,PI,Avelino Lopes,Total,Total,Total,1256,53932.0
2201150,7,PI,Baixa Grande do Ribeiro,Total,Total,Total,913,465577.0
2201176,7,PI,Barra D'Alcântara,Total,Total,Total,704,9797.0
2201200,7,PI,Barras,Total,Total,Total,3967,47248.0
2201309,7,PI,Barreiras do Piauí,Total,Total,Total,245,14947.0
2201408,7,PI,Barro Duro,Total,Total,Total,413,8118.0
2201507,7,PI,Batalha,Total,Total,Total,3367,63676.0
2201556,7,PI,Bela Vista do Piauí,Total,Total,Total,837,26205.0
2201572,7,PI,Belém do Piauí,Total,Total,Total,455,14252.0
2201606,7,PI,Beneditinos,Total,Total,Total,1002,39334.0
2201705,7,PI,Bertolínia,Total,Total,Total,413,31284.0
2201739,7,PI,Betânia do Piauí,Total,Total,Total,1153,32308.0
2201770,7,PI,Boa Hora,Total,Total,Total,657,10619.0
2201804,7,PI,Bocaina,Total,Total,Total,771,8498.0
2201903,7,PI,Bom Jesus,Total,Total,Total,1023,238614.0
2201919,7,PI,Bom Princípio do Piauí,Total,Total,Total,527,14714.0
2201929,7,PI,Bonfim do Piauí,Total,Total,Total,1417,14335.0
2201945,7,PI,Boqueirão do Piauí,Total,Total,Total,557,9755.0
2201960,7,PI,Brasileira,Total,Total,Total,753,19783.0
2201988,7,PI,Brejo do Piauí,Total,Total,Total,799,28105.0
2202000,7,PI,Buriti dos Lopes,Total,Total,Total,1198,21400.0
2202026,7,PI,Buriti dos Montes,Total,Total,Total,1183,120581.0
2202059,7,PI,Cabeceiras do Piauí,Total,Total,Total,1360,12985.0
2202075,7,PI,Cajazeiras do Piauí,Total,Total,Total,539,20146.0
2202083,7,PI,Cajueiro da Praia,Total,Total,Total,489,3562.0
2202091,7,PI,Caldeirão Grande do Piauí,Total,Total,Total,1085,27530.0
2202109,7,PI,Campinas do Piauí,Total,Total,Total,1555,43294.0
2202117,7,PI,Campo Alegre do Fidalgo,Total,Total,Total,1004,19389.0
2202133,7,PI,Campo Grande do Piauí,Total,Total,Total,1183,20831.0
2202174,7,PI,Campo Largo do Piauí,Total,Total,Total,1162,9565.0
2202208,7,PI,Campo Maior,Total,Total,Total,2232,106692.0
2202251,7,PI,Canavieira,Total,Total,Total,484,55646.0
2202307,7,PI,Canto do Buriti,Total,Total,Total,2160,50858.0
2202406,7,PI,Capitão de Campos,Total,Total,Total,902,22897.0
2202455,7,PI,Capitão Gervásio Oliveira,Total,Total,Total,843,41695.0
2202505,7,PI,Caracol,Total,Total,Total,1443,32676.0
2202539,7,PI,Caraúbas do Piauí,Total,Total,Total,948,21056.0
2202554,7,PI,Caridade do Piauí,Total,Total,Total,837,28238.0
2202604,7,PI,Castelo do Piauí,Total,Total,Total,1718,56874.0
2202653,7,PI,Caxingó,Total,Total,Total,466,9473.0
2202703,7,PI,Cocal,Total,Total,Total,3861,40760.0
2202711,7,PI,Cocal de Telha,Total,Total,Total,504,10943.0
2202729,7,PI,Cocal dos Alves,Total,Total,Total,1449,6460.0
2202737,7,PI,Coivaras,Total,Total,Total,573,20905.0
2202752,7,PI,Colônia do Gurguéia,Total,Total,Total,302,15271.0
2202778,7,PI,Colônia do Piauí,Total,Total,Total,1100,40905.0
2202802,7,PI,Conceição do Canindé,Total,Total,Total,700,21929.0
2202851,7,PI,Coronel José Dias,Total,Total,Total,732,50596.0
2202901,7,PI,Corrente,Total,Total,Total,1469,174809.0
2203008,7,PI,Cristalândia do Piauí,Total,Total,Total,789,50887.0
2203107,7,PI,Cristino Castro,Total,Total,Total,495,63818.0
2203206,7,PI,Curimatá,Total,Total,Total,1183,80960.0
2203230,7,PI,Currais,Total,Total,Total,759,201243.0
2203255,7,PI,Curralinhos,Total,Total,Total,463,11374.0
2203271,7,PI,Curral Novo do Piauí,Total,Total,Total,741,33892.0
2203305,7,PI,Demerval Lobão,Total,Total,Total,633,15323.0
2203354,7,PI,Dirceu Arcoverde,Total,Total,Total,1561,49254.0
2203404,7,PI,Dom Expedito Lopes,Total,Total,Total,412,4605.0
2203420,7,PI,Domingos Mourão,Total,Total,Total,688,15969.0
2203453,7,PI,Dom Inocêncio,Total,Total,Total,1876,171195.0
2203503,7,PI,Elesbão Veloso,Total,Total,Total,1372,94578.0
2203602,7,PI,Eliseu Martins,Total,Total,Total,493,34119.0
2203701,7,PI,Esperantina,Total,Total,Total,2295,38288.0
2203750,7,PI,Fartura do Piauí,Total,Total,Total,1149,36772.0
2203800,7,PI,Flores do Piauí,Total,Total,Total,579,26199.0
2203859,7,PI,Floresta do Piauí,Total,Total,Total,421,6637.0
2203909,7,PI,Floriano,Total,Total,Total,1382,98671.0
2204006,7,PI,Francinópolis,Total,Total,Total,659,8697.0
2204105,7,PI,Francisco Ayres,Total,Total,Total,615,12537.0
2204154,7,PI,Francisco Macedo,Total,Total,Total,444,8645.0
2204204,7,PI,Francisco Santos,Total,Total,Total,1295,18542.0
2204303,7,PI,Fronteiras,Total,Total,Total,969,40165.0
2204352,7,PI,Geminiano,Total,Total,Total,919,14450.0
2204402,7,PI,Gilbués,Total,Total,Total,761,118910.0
2204501,7,PI,Guadalupe,Total,Total,Total,250,27541.0
2204550,7,PI,Guaribas,Total,Total,Total,850,13551.0
2204600,7,PI,Hugo Napoleão,Total,Total,Total,375,6091.0
2204659,7,PI,Ilha Grande,Total,Total,Total,218,5255.0
2204709,7,PI,Inhuma,Total,Total,Total,2269,37764.0
2204808,7,PI,Ipiranga do Piauí,Total,Total,Total,1211,13818.0
2204907,7,PI,Isaías Coelho,Total,Total,Total,1717,41782.0
2205003,7,PI,Itainópolis,Total,Total,Total,2166,24268.0
2205102,7,PI,Itaueira,Total,Total,Total,1476,78112.0
2205151,7,PI,Jacobina do Piauí,Total,Total,Total,1406,89008.0
2205201,7,PI,Jaicós,Total,Total,Total,2637,35536.0
2205250,7,PI,Jardim do Mulato,Total,Total,Total,548,13556.0
2205276,7,PI,Jatobá do Piauí,Total,Total,Total,885,32455.0
2205300,7,PI,Jerumenha,Total,Total,Total,191,68938.0
2205359,7,PI,João Costa,Total,Total,Total,640,21209.0
