municipality_code,administrative_dependency,rural_high_school_enrollments
3130556,estadual,0
3130606,estadual,0
3130655,estadual,81
3130705,estadual,0
3130804,estadual,0
3130903,estadual,29
3131000,estadual,0
3131109,estadual,0
3131158,estadual,35
3131208,estadual,0
3131307,estadual,0
3131406,estadual,0
3131505,estadual,0
3131604,estadual,0
3131703,estadual,0
3131802,estadual,0
3131901,estadual,0
3132008,estadual,37
3132107,estadual,186
3132206,estadual,0
3132305,estadual,0
3132404,estadual,0
3132503,estadual,0
3132602,estadual,0
3132701,estadual,0
3132800,estadual,0
3132909,estadual,0
3133006,estadual,0
3133105,estadual,0
3133204,estadual,0
3133303,estadual,0
3133402,estadual,0
3133501,estadual,5
3133600,estadual,0
3133709,estadual,0
3133758,estadual,0
3133808,estadual,0
3133907,estadual,0
3134004,estadual,0
3134103,estadual,0
3134202,estadual,0
3134301,estadual,0
3134400,estadual,0
3134509,estadual,0
3134608,estadual,0
3134707,estadual,0
3134806,estadual,0
3134905,estadual,0
3135001,estadual,0
3135050,estadual,493
3135076,estadual,0
3135100,estadual,0
3135209,estadual,528
3135308,estadual,0
3135357,estadual,0
3135407,estadual,0
3135456,estadual,27
3135506,estadual,0
3135605,estadual,0
3135704,estadual,0
3135803,estadual,61
3135902,estadual,0
3136009,estadual,0
3136108,estadual,0
3136207,estadual,0
3136306,estadual,41
3136405,estadual,0
3136504,estadual,0
3136520,estadual,0
3136553,estadual,81
3136579,estadual,0
3136652,estadual,0
3136702,estadual,0
3136801,estadual,0
3136900,estadual,0
3136959,estadual,0
3137007,estadual,0
3137106,estadual,0
3137205,estadual,0
3137304,estadual,0
3137403,estadual,0
3137502,estadual,0
3137536,estadual,0
3137601,estadual,0
3137700,estadual,0
3137809,estadual,0
3137908,estadual,0
3138005,estadual,0
3138104,estadual,0
3138203,estadual,0
3138302,estadual,0
3138351,estadual,0
3138401,estadual,0
3138500,estadual,0
3138609,estadual,43
3138625,estadual,0
3138658,estadual,0
3138674,estadual,0
3138682,estadual,94
3138708,estadual,0
3138807,estadual,0
3138906,estadual,0
3139003,estadual,0
3139102,estadual,0
3139201,estadual,0
3139250,estadual,0
3139300,estadual,56
3139409,estadual,0
3139508,estadual,0
3139607,estadual,0
3139805,estadual,0
3139706,estadual,0
3139904,estadual,0
3140001,estadual,0
3140100,estadual,0
3140159,estadual,0
3140209,estadual,0
3140308,estadual,0
3140407,estadual,0
3140506,estadual,0
3140530,estadual,0
3140555,estadual,0
3140605,estadual,0
3140704,estadual,0
3171501,estadual,0
3140803,estadual,0
3140852,estadual,99
3140902,estadual,0
3141009,estadual,0
3141108,estadual,0
3141207,estadual,0
3141306,estadual,0
3141405,estadual,64
3141504,estadual,63
3141603,estadual,0
3141702,estadual,0
3141801,estadual,175
3141900,estadual,0
3142007,estadual,0
3142106,estadual,0
3142205,estadual,0
3142254,estadual,0
3142304,estadual,0
3142403,estadual,0
3142502,estadual,0
3142601,estadual,0
3142700,estadual,105
3142809,estadual,0
3142908,estadual,134
3143005,estadual,0
3143104,estadual,0
3143153,estadual,0
3143203,estadual,0
3143401,estadual,0
3143302,estadual,159
3143450,estadual,0
3143500,estadual,0
3143609,estadual,0
3143708,estadual,0
3143807,estadual,0
3143906,estadual,31
3144003,estadual,58
3144102,estadual,0
3144201,estadual,0
3144300,estadual,0
3144359,estadual,0
3144375,estadual,0
3144409,estadual,0
3144508,estadual,0
3144607,estadual,60
3144656,estadual,88
3144672,estadual,0
3144706,estadual,0
3144805,estadual,0
3144904,estadual,0
3145000,estadual,0
3145059,estadual,123
3145109,estadual,0
3145208,estadual,0
3136603,estadual,0
3145307,estadual,453
3145356,estadual,100
3145372,estadual,0
3145406,estadual,0
3145455,estadual,0
3145505,estadual,0
3145604,estadual,0
3145703,estadual,0
3145802,estadual,23
3145851,estadual,0
3145877,estadual,282
3145901,estadual,0
3146008,estadual,0
3146107,estadual,0
3146206,estadual,0
3146255,estadual,107
3146305,estadual,106
3146552,estadual,0
3146404,estadual,0
3146503,estadual,0
3146602,estadual,0
3146701,estadual,0
3146750,estadual,0
3146909,estadual,33
3147105,estadual,0
3147006,estadual,38
3147204,estadual,0
3147303,estadual,0
3147402,estadual,0
3147600,estadual,0
3147709,estadual,0
3147808,estadual,0
3147501,estadual,0
3147907,estadual,27
3147956,estadual,0
3148004,estadual,341
3148103,estadual,74
3148202,estadual,0
3148301,estadual,0
3148400,estadual,0
3148509,estadual,115
3148608,estadual,0
3148707,estadual,0
3148756,estadual,139
3148806,estadual,0
3148905,estadual,0
3149002,estadual,0
3149101,estadual,0
3149150,estadual,49
3149200,estadual,0
3149309,estadual,154
3149408,estadual,0
3149507,estadual,0
3149606,estadual,0
3149705,estadual,0
3149804,estadual,50
3149903,estadual,0
3149952,estadual,0
3150000,estadual,0
3150109,estadual,0
3150158,estadual,0
3150208,estadual,0
3150307,estadual,0
3150406,estadual,0
3150505,estadual,0
3150539,estadual,0
3150570,estadual,106
3150604,estadual,0
3150703,estadual,0
3150802,estadual,50
3150901,estadual,0
3151008,estadual,0
3151107,estadual,0
3151206,estadual,0
3151305,estadual,0
3151404,estadual,0
3151503,estadual,0
3151602,estadual,0
3151701,estadual,0
3151800,estadual,0
3151909,estadual,0
3152006,estadual,0
3152105,estadual,0
3152131,estadual,0
3152170,estadual,151
3152204,estadual,176
3152303,estadual,0
3152402,estadual,0
3152501,estadual,188
3152600,estadual,0
3152709,estadual,0
3152808,estadual,0
3152907,estadual,0
3153004,estadual,0
3153103,estadual,34
3153202,estadual,0
3153301,estadual,0
3153400,estadual,9
3153608,estadual,0
3153707,estadual,0
3153806,estadual,0
3153905,estadual,0
3154002,estadual,0
3154101,estadual,0
3154150,estadual,0
3154200,estadual,0
3154309,estadual,96
3154408,estadual,0
3154457,estadual,46
3154507,estadual,0
3154606,estadual,0
3154705,estadual,0
3154804,estadual,0
3154903,estadual,0
3155108,estadual,0
3155009,estadual,0
3155207,estadual,0
3155306,estadual,0
3155405,estadual,0
3155504,estadual,0
3155603,estadual,317
3155702,estadual,0
3155801,estadual,0
3155900,estadual,0
3156007,estadual,65
3156106,estadual,0
3156205,estadual,0
3156304,estadual,0
3156403,estadual,0
3156452,estadual,0
3156502,estadual,0
3156601,estadual,0
3156700,estadual,0
3156809,estadual,61
3156908,estadual,0
3157005,estadual,65
3157104,estadual,0
3157203,estadual,0
3157252,estadual,0
3157278,estadual,0
3157302,estadual,0
3157336,estadual,0
3157377,estadual,73
3157401,estadual,0
3157500,estadual,0
3157609,estadual,0
3157658,estadual,0
3157708,estadual,0
3157807,estadual,0
3157906,estadual,0
3158003,estadual,0
3158102,estadual,0
3158201,estadual,0
3159209,estadual,0
3159407,estadual,0
3159308,estadual,0
3159357,estadual,0
3159506,estadual,0
3159605,estadual,0
3159704,estadual,0
3159803,estadual,0
3158300,estadual,0
3158409,estadual,0
3158508,estadual,0
3158607,estadual,0
3158706,estadual,0
3158805,estadual,0
3158904,estadual,45
3158953,estadual,0
3159001,estadual,0
3159100,estadual,0
3159902,estadual,0
3160009,estadual,0
3160108,estadual,0
3160207,estadual,0
3160306,estadual,46
3160405,estadual,0
3160454,estadual,0
3160504,estadual,0
3160603,estadual,0
3160702,estadual,0
3160801,estadual,0
3160900,estadual,0
3160959,estadual,0
3161007,estadual,0
3161056,estadual,0
3161106,estadual,568
3161205,estadual,0
3161304,estadual,0
3161403,estadual,0
3161502,estadual,0
3161601,estadual,0
3161650,estadual,0
3161700,estadual,0
3161809,estadual,0
3161908,estadual,0
3125507,estadual,0
3162005,estadual,0
3162104,estadual,0
3162203,estadual,0
3162252,estadual,0
3162302,estadual,0
3162401,estadual,238
3162450,estadual,534
3162500,estadual,0
3162559,estadual,0
3162575,estadual,0
3162609,estadual,0
3162658,estadual,0
3162708,estadual,163
3162807,estadual,0
3162906,estadual,0
3162922,estadual,0
3162948,estadual,0
3162955,estadual,0
3163003,estadual,0
3163102,estadual,0
3163201,estadual,0
3163300,estadual,0
3163409,estadual,0
3163508,estadual,80
3163607,estadual,0
3163706,estadual,0
3163805,estadual,56
3163904,estadual,0
3164100,estadual,0
3164001,estadual,0
3164209,estadual,27
3164308,estadual,0
3164407,estadual,0
3164431,estadual,0
3164472,estadual,0
3164506,estadual,49
3164605,estadual,0
3164704,estadual,0
3164803,estadual,0
3164902,estadual,0
3165008,estadual,0
3165107,estadual,0
3165206,estadual,0
3165305,estadual,0
3165404,estadual,0
3165503,estadual,0
3165537,estadual,0
3165560,estadual,0
3165578,estadual,0
3165602,estadual,0
3165701,estadual,0
3165800,estadual,0
3165909,estadual,0
3166006,estadual,0
3166105,estadual,0
3166204,estadual,0
3166303,estadual,0
3166402,estadual,0
3166501,estadual,0
3166600,estadual,0
3166808,estadual,0
3166709,estadual,0
3166907,estadual,0
3166956,estadual,0
3167004,estadual,0
3167103,estadual,0
3167202,estadual,11
3165552,estadual,116
3167301,estadual,0
3167400,estadual,0
3167509,estadual,0
3167608,estadual,0
3167707,estadual,0
3167806,estadual,0
3167905,estadual,0
3168002,estadual,0
3168051,estadual,0
3168101,estadual,0
3168200,estadual,0
3168309,estadual,0
3168408,estadual,0
3168507,estadual,0
3168606,estadual,188
3168705,estadual,0
3168804,estadual,0
3168903,estadual,0
3169000,estadual,0
3169059,estadual,0
3169109,estadual,60
3169208,estadual,0
3169307,estadual,0
3169356,estadual,0
3169406,estadual,0
3169505,estadual,37
3169604,estadual,0
3169703,estadual,0
3169802,estadual,0
3169901,estadual,38
3170008,estadual,46
3170057,estadual,0
3170107,estadual,0
3170206,estadual,0
3170305,estadual,0
3170404,estadual,173
3170438,estadual,0
3170479,estadual,0
3170503,estadual,0
3170529,estadual,0
3170578,estadual,0
3170602,estadual,0
3170651,estadual,0
3170701,estadual,0
3170750,estadual,0
3170800,estadual,0
3170909,estadual,307
3171006,estadual,0
3171030,estadual,0
3171071,estadual,0
3171105,estadual,0
3171154,estadual,0
3171204,estadual,0
3171303,estadual,0
3171402,estadual,0
3171600,estadual,79
3171709,estadual,52
3171808,estadual,73
3171907,estadual,0
3172004,estadual,43
3172103,estadual,0
3172202,estadual,0
3200102,estadual,34
3200169,estadual,0
3200136,estadual,113
3200201,estadual,0
3200300,estadual,0
3200359,estadual,0
3200409,estadual,0
3200508,estadual,0
3200607,estadual,102
3200706,estadual,0
3200805,estadual,0
3200904,estadual,0
3201001,estadual,89
3201100,estadual,0
3201159,estadual,171
3201209,estadual,200
3201308,estadual,0
3201407,estadual,0
3201506,estadual,0
3201605,estadual,0
3201704,estadual,0
3201803,estadual,0
3201902,estadual,0
3202009,estadual,0
3202108,estadual,0
3202207,estadual,0
3202256,estadual,70
3202306,estadual,0
3202405,estadual,80
3202454,estadual,0
3202504,estadual,0
3202553,estadual,0
3202603,estadual,0
3202652,estadual,0
3202702,estadual,16
3202801,estadual,0
3202900,estadual,47
3203007,estadual,0
3203056,estadual,0
3203106,estadual,0
3203130,estadual,0
3203163,estadual,0
3203205,estadual,0
3203304,estadual,0
3203320,estadual,806
3203346,estadual,0
3203353,estadual,0
3203403,estadual,110
3203502,estadual,0
3203601,estadual,0
3203700,estadual,0
3203809,estadual,0
3203908,estadual,35
3204005,estadual,0
3204054,estadual,0
3204104,estadual,0
3204203,estadual,0
3204252,estadual,0
3204302,estadual,0
3204351,estadual,0
3204401,estadual,77
3204500,estadual,45
3204559,estadual,244
3204609,estadual,0
3204658,estadual,0
3204708,estadual,0
3204807,estadual,0
3204906,estadual,0
3204955,estadual,0
3205002,estadual,0
3205010,estadual,247
3205036,estadual,0
3205069,estadual,0
3205101,estadual,0
3205150,estadual,86
3205176,estadual,0
3205200,estadual,0
3205309,estadual,0
3300100,estadual,178
3300159,estadual,0
3300209,estadual,750
3300225,estadual,0
3300233,estadual,0
3300258,estadual,0
3300308,estadual,0
3300407,estadual,233
3300456,estadual,0
3300506,estadual,113
3300605,estadual,135
3300704,estadual,0
3300803,estadual,101
3300902,estadual,162
3301009,estadual,3289
3301108,estadual,0
3300936,estadual,0
3301157,estadual,0
3301207,estadual,0
3301306,estadual,215
3300951,estadual,0
3301405,estadual,0
3301504,estadual,0
3301603,estadual,76
3301702,estadual,528
3301801,estadual,0
3301850,estadual,402
3301876,estadual,0
3301900,estadual,417
3302007,estadual,807
3302056,estadual,0
3302106,estadual,0
3302205,estadual,186
3302254,estadual,0
3302270,estadual,0
3302304,estadual,0
3302403,estadual,0
3302452,estadual,0
3302502,estadual,754
3302601,estadual,0
3302700,estadual,0
3302809,estadual,0
3302858,estadual,0
3302908,estadual,60
3303005,estadual,87
3303104,estadual,47
3303203,estadual,0
3303302,estadual,0
3303401,estadual,309
3303500,estadual,642
3303609,estadual,0
3303708,estadual,0
3303807,estadual,0
3303856,estadual,0
3303906,estadual,549
3303955,estadual,0
3304003,estadual,0
3304102,estadual,0
3304110,estadual,0
3304128,estadual,0
3304144,estadual,159
3304151,estadual,0
3304201,estadual,143
3304300,estadual,120
3304409,estadual,73
3304508,estadual,0
3304524,estadual,168
3304557,estadual,0
3304607,estadual,0
3304706,estadual,363
3304805,estadual,0
3304755,estadual,675
3304904,estadual,250
3305000,estadual,491
3305109,estadual,0
3305133,estadual,0
3305158,estadual,0
3305208,estadual,0
3305307,estadual,33
3305406,estadual,212
3305505,estadual,53
3305554,estadual,1496
3305604,estadual,118
3305703,estadual,132
3305752,estadual,0
3305802,estadual,755
3305901,estadual,44
3306008,estadual,0
3306107,estadual,135
3306156,estadual,0
3306206,estadual,87
3306305,estadual,0
3500105,estadual,133
3500204,estadual,0
3500303,estadual,0
3500402,estadual,0
3500501,estadual,0
3500550,estadual,0
3500600,estadual,0
3500709,estadual,0
3500758,estadual,0
3500808,estadual,0
3500907,estadual,0
3501004,estadual,0
3501103,estadual,0
3501152,estadual,0
3501202,estadual,0
3501301,estadual,0
3501400,estadual,0
3501509,estadual,0
3501608,estadual,0
3501707,estadual,0
3501806,estadual,0
3501905,estadual,270
3502002,estadual,0
3502101,estadual,232
3502200,estadual,0
3502309,estadual,0
3502408,estadual,0
3502507,estadual,0
3502606,estadual,0
3502705,estadual,413
3502754,estadual,0
3502804,estadual,52
3502903,estadual,0
3503000,estadual,0
3503109,estadual,0
3503158,estadual,0
3503208,estadual,0
3503307,estadual,46
3503356,estadual,25
3503406,estadual,0
3503505,estadual,0
3503604,estadual,0
3503703,estadual,0
3503802,estadual,0
3503901,estadual,0
3503950,estadual,0
3504008,estadual,0
3504107,estadual,1528
3504206,estadual,0
3504305,estadual,24
3504404,estadual,0
3504503,estadual,0
3504602,estadual,0
3504701,estadual,0
3504800,estadual,0
3504909,estadual,0
3505005,estadual,0
3505104,estadual,0
3505203,estadual,0
3505302,estadual,0
3505351,estadual,73
3505401,estadual,65
3505500,estadual,40
3505609,estadual,0
3505708,estadual,0
3505807,estadual,0
3505906,estadual,0
3506003,estadual,0
3506102,estadual,0
3506201,estadual,0
3506300,estadual,0
3506359,estadual,35
3506409,estadual,0
3506508,estadual,0
3506607,estadual,0
3506706,estadual,0
3506805,estadual,0
3506904,estadual,0
3507001,estadual,0
3507100,estadual,0
3507159,estadual,0
3507209,estadual,0
3507308,estadual,0
3507407,estadual,0
3507456,estadual,0
3507506,estadual,0
3507605,estadual,0
3507704,estadual,0
3507753,estadual,0
3507803,estadual,0
3507902,estadual,0
3508009,estadual,0
3508108,estadual,0
3508207,estadual,0
3508306,estadual,264
3508405,estadual,0
3508504,estadual,150
3508603,estadual,198
3508702,estadual,0
3508801,estadual,0
3508900,estadual,0
3509007,estadual,0
3509106,estadual,72
3509205,estadual,0
3509254,estadual,166
3509304,estadual,0
3509403,estadual,0
3509452,estadual,0
3509502,estadual,0
3509601,estadual,0
3509700,estadual,0
3509809,estadual,0
3509908,estadual,39
3509957,estadual,0
3510005,estadual,405
3510104,estadual,0
3510153,estadual,0
3510203,estadual,101
3510302,estadual,0
3510401,estadual,0
3510500,estadual,17
3510609,estadual,0
3510708,estadual,0
3510807,estadual,0
3510906,estadual,0
3511003,estadual,0
3511102,estadual,0
3511201,estadual,0
3511300,estadual,0
3511409,estadual,229
3511508,estadual,0
3511607,estadual,0
3511706,estadual,86
3557204,estadual,0
3511904,estadual,0
3512001,estadual,0
3512100,estadual,0
3512209,estadual,0
3512308,estadual,0
3512407,estadual,0
3512506,estadual,0
3512605,estadual,0
3512704,estadual,0
3512803,estadual,0
3512902,estadual,0
3513009,estadual,0
3513108,estadual,0
3513207,estadual,0
3513306,estadual,0
3513405,estadual,0
3513504,estadual,0
3513603,estadual,81
3513702,estadual,0
3513801,estadual,0
3513850,estadual,0
3513900,estadual,0
3514007,estadual,0
3514106,estadual,0
3514205,estadual,0
3514304,estadual,0
3514403,estadual,309
3514502,estadual,0
3514601,estadual,0
3514700,estadual,0
3514809,estadual,173
3514908,estadual,0
3514924,estadual,0
3514957,estadual,0
3515004,estadual,0
3515103,estadual,0
3515129,estadual,0
3515152,estadual,0
3515186,estadual,411
3515194,estadual,0
3557303,estadual,0
3515202,estadual,0
3515301,estadual,0
3515350,estadual,144
3515400,estadual,0
3515608,estadual,0
3515509,estadual,0
3515657,estadual,0
3515707,estadual,0
3515806,estadual,0
3515905,estadual,0
3516002,estadual,0
3516101,estadual,0
3516200,estadual,0
3516309,estadual,0
3516408,estadual,0
3516507,estadual,0
3516606,estadual,0
3516705,estadual,0
3516804,estadual,0
3516853,estadual,0
3516903,estadual,0
3517000,estadual,0
3517109,estadual,0
3517208,estadual,0
3517307,estadual,0
3517406,estadual,0
3517505,estadual,0
3517604,estadual,525
3517703,estadual,0
3517802,estadual,0
3517901,estadual,0
3518008,estadual,0
3518107,estadual,0
3518206,estadual,0
3518305,estadual,170
3518404,estadual,0
3518503,estadual,0
3518602,estadual,0
3518701,estadual,0
3518800,estadual,0
3518859,estadual,0
3518909,estadual,0
3519006,estadual,0
3519055,estadual,0
3519071,estadual,0
3519105,estadual,0
3519204,estadual,0
3519253,estadual,109
3519303,estadual,0
3519402,estadual,0
3519501,estadual,0
3519600,estadual,0
3519709,estadual,1058
3519808,estadual,0
3519907,estadual,0
3520004,estadual,0
3520103,estadual,522
3520202,estadual,0
3520301,estadual,95
3520426,estadual,0
3520442,estadual,0
3520400,estadual,0
3520509,estadual,0
3520608,estadual,0
3520707,estadual,0
3520806,estadual,0
3520905,estadual,0
3521002,estadual,0
3521101,estadual,0
3521150,estadual,0
3521200,estadual,17
3521309,estadual,0
3521408,estadual,0
3521507,estadual,0
3521606,estadual,34
3521705,estadual,192
3521804,estadual,0
3521903,estadual,0
3522000,estadual,0
3522109,estadual,0
3522158,estadual,63
3522208,estadual,0
