cod_ibge,regiao,uf,municipio,localizacao,dependencia,num_escolas
2507309,Nordeste ,Paraíba ,Jacaraú ,Urbana,Total,2674
2507408,Nordeste ,Paraíba ,Jericó ,Urbana,Total,1290
2507507,Nordeste ,Paraíba ,João Pessoa ,Urbana,Total,175573
2513653,Nordeste ,Paraíba ,Joca Claudino ,Urbana,Total,647
2507606,Nordeste ,Paraíba ,Juarez Távora ,Urbana,Total,1782
2507705,Nordeste ,Paraíba ,Juazeirinho ,Urbana,Total,3579
2507804,Nordeste ,Paraíba ,Junco do Seridó ,Urbana,Total,1376
2507903,Nordeste ,Paraíba ,Juripiranga ,Urbana,Total,3264
2508000,Nordeste ,Paraíba ,Juru ,Urbana,Total,1139
2508109,Nordeste ,Paraíba ,Lagoa ,Urbana,Total,970
2508208,Nordeste ,Paraíba ,Lagoa de Dentro ,Urbana,Total,1655
2508307,Nordeste ,Paraíba ,Lagoa Seca ,Urbana,Total,3837
2508406,Nordeste ,Paraíba ,Lastro ,Urbana,Total,592
2508505,Nordeste ,Paraíba ,Livramento ,Urbana,Total,1254
2508554,Nordeste ,Paraíba ,Logradouro ,Urbana,Total,577
2508604,Nordeste ,Paraíba ,Lucena ,Urbana,Total,3292
2508703,Nordeste ,Paraíba ,Mãe d'Água ,Urbana,Total,567
2508802,Nordeste ,Paraíba ,Malta ,Urbana,Total,1201
2508901,Nordeste ,Paraíba ,Mamanguape ,Urbana,Total,9004
2509008,Nordeste ,Paraíba ,Manaíra ,Urbana,Total,2109
2509057,Nordeste ,Paraíba ,Marcação ,Urbana,Total,709
2509107,Nordeste ,Paraíba ,Mari ,Urbana,Total,4926
2509156,Nordeste ,Paraíba ,Marizópolis ,Urbana,Total,1532
2509206,Nordeste ,Paraíba ,Massaranduba ,Urbana,Total,2236
2509305,Nordeste ,Paraíba ,Mataraca ,Urbana,Total,2392
2509339,Nordeste ,Paraíba ,Matinhas ,Urbana,Total,800
2509370,Nordeste ,Paraíba ,Mato Grosso ,Urbana,Total,678
2509396,Nordeste ,Paraíba ,Maturéia ,Urbana,Total,1442
2509404,Nordeste ,Paraíba ,Mogeiro ,Urbana,Total,2484
2509503,Nordeste ,Paraíba ,Montadas ,Urbana,Total,1187
2509602,Nordeste ,Paraíba ,Monte Horebe ,Urbana,Total,1189
2509701,Nordeste ,Paraíba ,Monteiro ,Urbana,Total,7646
2509800,Nordeste ,Paraíba ,Mulungu ,Urbana,Total,1275
2509909,Nordeste ,Paraíba ,Natuba ,Urbana,Total,1174
2510006,Nordeste ,Paraíba ,Nazarezinho ,Urbana,Total,1285
2510105,Nordeste ,Paraíba ,Nova Floresta ,Urbana,Total,2047
2510204,Nordeste ,Paraíba ,Nova Olinda ,Urbana,Total,1301
2510303,Nordeste ,Paraíba ,Nova Palmeira ,Urbana,Total,890
2510402,Nordeste ,Paraíba ,Olho d'Água ,Urbana,Total,1039
2510501,Nordeste ,Paraíba ,Olivedos ,Urbana,Total,721
2510600,Nordeste ,Paraíba ,Ouro Velho ,Urbana,Total,672
2510659,Nordeste ,Paraíba ,Parari ,Urbana,Total,351
2510709,Nordeste ,Paraíba ,Passagem ,Urbana,Total,414
2510808,Nordeste ,Paraíba ,Patos ,Urbana,Total,24549
2510907,Nordeste ,Paraíba ,Paulista ,Urbana,Total,2125
2511004,Nordeste ,Paraíba ,Pedra Branca ,Urbana,Total,1010
2511103,Nordeste ,Paraíba ,Pedra Lavrada ,Urbana,Total,933
2511202,Nordeste ,Paraíba ,Pedras de Fogo ,Urbana,Total,5626
2512721,Nordeste ,Paraíba ,Pedro Régis ,Urbana,Total,751
2511301,Nordeste ,Paraíba ,Piancó ,Urbana,Total,2775
2511400,Nordeste ,Paraíba ,Picuí ,Urbana,Total,3777
2511509,Nordeste ,Paraíba ,Pilar ,Urbana,Total,2613
2511608,Nordeste ,Paraíba ,Pilões ,Urbana,Total,1841
2511707,Nordeste ,Paraíba ,Pilõezinhos ,Urbana,Total,1020
2511806,Nordeste ,Paraíba ,Pirpirituba ,Urbana,Total,2039
2511905,Nordeste ,Paraíba ,Pitimbu ,Urbana,Total,1657
2512002,Nordeste ,Paraíba ,Pocinhos ,Urbana,Total,3458
2512036,Nordeste ,Paraíba ,Poço Dantas ,Urbana,Total,819
2512077,Nordeste ,Paraíba ,Poço de José de Moura ,Urbana,Total,885
2512101,Nordeste ,Paraíba ,Pombal ,Urbana,Total,7594
2512200,Nordeste ,Paraíba ,Prata ,Urbana,Total,898
2512309,Nordeste ,Paraíba ,Princesa Isabel ,Urbana,Total,4404
2512408,Nordeste ,Paraíba ,Puxinanã ,Urbana,Total,1781
2512507,Nordeste ,Paraíba ,Queimadas ,Urbana,Total,7376
2512606,Nordeste ,Paraíba ,Quixaba ,Urbana,Total,395
2512705,Nordeste ,Paraíba ,Remígio ,Urbana,Total,3959
2512747,Nordeste ,Paraíba ,Riachão ,Urbana,Total,601
2512754,Nordeste ,Paraíba ,Riachão do Bacamarte ,Urbana,Total,1170
2512762,Nordeste ,Paraíba ,Riachão do Poço ,Urbana,Total,891
2512788,Nordeste ,Paraíba ,Riacho de Santo Antônio ,Urbana,Total,576
2512804,Nordeste ,Paraíba ,Riacho dos Cavalos ,Urbana,Total,1562
2512903,Nordeste ,Paraíba ,Rio Tinto ,Urbana,Total,3743
2513000,Nordeste ,Paraíba ,Salgadinho ,Urbana,Total,391
2513109,Nordeste ,Paraíba ,Salgado de São Félix ,Urbana,Total,945
2513158,Nordeste ,Paraíba ,Santa Cecília ,Urbana,Total,1131
2513208,Nordeste ,Paraíba ,Santa Cruz ,Urbana,Total,962
2513307,Nordeste ,Paraíba ,Santa Helena ,Urbana,Total,1330
2513356,Nordeste ,Paraíba ,Santa Inês ,Urbana,Total,447
2513406,Nordeste ,Paraíba ,Santa Luzia ,Urbana,Total,3301
2513703,Nordeste ,Paraíba ,Santa Rita ,Urbana,Total,28149
2513802,Nordeste ,Paraíba ,Santa Teresinha ,Urbana,Total,801
2513505,Nordeste ,Paraíba ,Santana de Mangueira ,Urbana,Total,699
2513604,Nordeste ,Paraíba ,Santana dos Garrotes ,Urbana,Total,1020
2513851,Nordeste ,Paraíba ,Santo André ,Urbana,Total,552
2513927,Nordeste ,Paraíba ,São Bentinho ,Urbana,Total,881
2513901,Nordeste ,Paraíba ,São Bento ,Urbana,Total,10491
2513968,Nordeste ,Paraíba ,São Domingos ,Urbana,Total,577
2513943,Nordeste ,Paraíba ,São Domingos do Cariri ,Urbana,Total,599
2513984,Nordeste ,Paraíba ,São Francisco ,Urbana,Total,604
2514008,Nordeste ,Paraíba ,São João do Cariri ,Urbana,Total,861
2500700,Nordeste ,Paraíba ,São João do Rio do Peixe ,Urbana,Total,3021
2514107,Nordeste ,Paraíba ,São João do Tigre ,Urbana,Total,513
2514206,Nordeste ,Paraíba ,São José da Lagoa Tapada ,Urbana,Total,1343
2514305,Nordeste ,Paraíba ,São José de Caiana ,Urbana,Total,1154
2514404,Nordeste ,Paraíba ,São José de Espinharas ,Urbana,Total,563
2514503,Nordeste ,Paraíba ,São José de Piranhas ,Urbana,Total,3783
2514552,Nordeste ,Paraíba ,São José de Princesa ,Urbana,Total,135
2514602,Nordeste ,Paraíba ,São José do Bonfim ,Urbana,Total,575
2514651,Nordeste ,Paraíba ,São José do Brejo do Cruz ,Urbana,Total,641
2514701,Nordeste ,Paraíba ,São José do Sabugi ,Urbana,Total,732
2514800,Nordeste ,Paraíba ,São José dos Cordeiros ,Urbana,Total,612
2514453,Nordeste ,Paraíba ,São José dos Ramos ,Urbana,Total,746
2514909,Nordeste ,Paraíba ,São Mamede ,Urbana,Total,1471
2515005,Nordeste ,Paraíba ,São Miguel de Taipu ,Urbana,Total,846
2515104,Nordeste ,Paraíba ,São Sebastião de Lagoa de Roça ,Urbana,Total,1759
2515203,Nordeste ,Paraíba ,São Sebastião do Umbuzeiro ,Urbana,Total,765
2515401,Nordeste ,Paraíba ,São Vicente do Seridó ,Urbana,Total,2096
2515302,Nordeste ,Paraíba ,Sapé ,Urbana,Total,10402
2515500,Nordeste ,Paraíba ,Serra Branca ,Urbana,Total,2815
2515609,Nordeste ,Paraíba ,Serra da Raiz ,Urbana,Total,889
2515708,Nordeste ,Paraíba ,Serra Grande ,Urbana,Total,669
2515807,Nordeste ,Paraíba ,Serra Redonda ,Urbana,Total,1250
2515906,Nordeste ,Paraíba ,Serraria ,Urbana,Total,761
2515930,Nordeste ,Paraíba ,Sertãozinho ,Urbana,Total,1437
2515971,Nordeste ,Paraíba ,Sobrado ,Urbana,Total,1064
2516003,Nordeste ,Paraíba ,Solânea ,Urbana,Total,5216
2516102,Nordeste ,Paraíba ,Soledade ,Urbana,Total,3148
2516151,Nordeste ,Paraíba ,Sossêgo ,Urbana,Total,878
2516201,Nordeste ,Paraíba ,Sousa ,Urbana,Total,14097
2516300,Nordeste ,Paraíba ,Sumé ,Urbana,Total,3115
2516409,Nordeste ,Paraíba ,Tacima ,Urbana,Total,1207
2516508,Nordeste ,Paraíba ,Taperoá ,Urbana,Total,3120
2516607,Nordeste ,Paraíba ,Tavares ,Urbana,Total,1693
2516706,Nordeste ,Paraíba ,Teixeira ,Urbana,Total,3644
2516755,Nordeste ,Paraíba ,Tenório ,Urbana,Total,767
2516805,Nordeste ,Paraíba ,Triunfo ,Urbana,Total,1777
2516904,Nordeste ,Paraíba ,Uiraúna ,Urbana,Total,3715
2517001,Nordeste ,Paraíba ,Umbuzeiro ,Urbana,Total,1559
2517100,Nordeste ,Paraíba ,Várzea ,Urbana,Total,426
2517209,Nordeste ,Paraíba ,Vieirópolis ,Urbana,Total,463
2505501,Nordeste ,Paraíba ,Vista Serrana ,Urbana,Total,215
2517407,Nordeste ,Paraíba ,Zabelê ,Urbana,Total,558
2600054,Nordeste ,Pernambuco ,Abreu e Lima ,Urbana,Total,20508
2600104,Nordeste ,Pernambuco ,Afogados da Ingazeira ,Urbana,Total,8108
2600203,Nordeste ,Pernambuco ,Afrânio ,Urbana,Total,2128
2600302,Nordeste ,Pernambuco ,Agrestina ,Urbana,Total,4626
2600401,Nordeste ,Pernambuco ,Água Preta ,Urbana,Total,3466
2600500,Nordeste ,Pernambuco ,Águas Belas ,Urbana,Total,7478
2600609,Nordeste ,Pernambuco ,Alagoinha ,Urbana,Total,1844
2600708,Nordeste ,Pernambuco ,Aliança ,Urbana,Total,5689
2600807,Nordeste ,Pernambuco ,Altinho ,Urbana,Total,3608
2600906,Nordeste ,Pernambuco ,Amaraji ,Urbana,Total,4007
2601003,Nordeste ,Pernambuco ,Angelim ,Urbana,Total,1748
2601052,Nordeste ,Pernambuco ,Araçoiaba ,Urbana,Total,4897
2601102,Nordeste ,Pernambuco ,Araripina ,Urbana,Total,17905
2601201,Nordeste ,Pernambuco ,Arcoverde ,Urbana,Total,18011
2601300,Nordeste ,Pernambuco ,Barra de Guabiraba ,Urbana,Total,2399
2601409,Nordeste ,Pernambuco ,Barreiros ,Urbana,Total,8392
2601508,Nordeste ,Pernambuco ,Belém de Maria ,Urbana,Total,1773
2601607,Nordeste ,Pernambuco ,Belém do São Francisco ,Urbana,Total,3511
2601706,Nordeste ,Pernambuco ,Belo Jardim ,Urbana,Total,14921
2601805,Nordeste ,Pernambuco ,Betânia ,Urbana,Total,1107
2601904,Nordeste ,Pernambuco ,Bezerros ,Urbana,Total,10603
2602001,Nordeste ,Pernambuco ,Bodocó ,Urbana,Total,5277
2602100,Nordeste ,Pernambuco ,Bom Conselho ,Urbana,Total,7361
2602209,Nordeste ,Pernambuco ,Bom Jardim ,Urbana,Total,3061
2602308,Nordeste ,Pernambuco ,Bonito ,Urbana,Total,6307
2602407,Nordeste ,Pernambuco ,Brejão ,Urbana,Total,1884
2602506,Nordeste ,Pernambuco ,Brejinho ,Urbana,Total,1456
2602605,Nordeste ,Pernambuco ,Brejo da Madre de Deus ,Urbana,Total,9762
2602704,Nordeste ,Pernambuco ,Buenos Aires ,Urbana,Total,2415
2602803,Nordeste ,Pernambuco ,Buíque ,Urbana,Total,7283
2602902,Nordeste ,Pernambuco ,Cabo de Santo Agostinho ,Urbana,Total,41111
2603009,Nordeste ,Pernambuco ,Cabrobó ,Urbana,Total,6189
2603108,Nordeste ,Pernambuco ,Cachoeirinha ,Urbana,Total,3908
2603207,Nordeste ,Pernambuco ,Caetés ,Urbana,Total,4813
2603306,Nordeste ,Pernambuco ,Calçado ,Urbana,Total,1488
2603405,Nordeste ,Pernambuco ,Calumbi ,Urbana,Total,1133
2603454,Nordeste ,Pernambuco ,Camaragibe ,Urbana,Total,34806
2603504,Nordeste ,Pernambuco ,Camocim de São Félix ,Urbana,Total,3270
2603603,Nordeste ,Pernambuco ,Camutanga ,Urbana,Total,1784
2603702,Nordeste ,Pernambuco ,Canhotinho ,Urbana,Total,3833
2603801,Nordeste ,Pernambuco ,Capoeiras ,Urbana,Total,3020
2603900,Nordeste ,Pernambuco ,Carnaíba ,Urbana,Total,3132
2603926,Nordeste ,Pernambuco ,Carnaubeira da Penha ,Urbana,Total,752
2604007,Nordeste ,Pernambuco ,Carpina ,Urbana,Total,19225
2604106,Nordeste ,Pernambuco ,Caruaru ,Urbana,Total,78542
2604155,Nordeste ,Pernambuco ,Casinhas ,Urbana,Total,1075
2604205,Nordeste ,Pernambuco ,Catende ,Urbana,Total,6319
2604304,Nordeste ,Pernambuco ,Cedro ,Urbana,Total,2342
2604403,Nordeste ,Pernambuco ,Chã de Alegria ,Urbana,Total,2870
2604502,Nordeste ,Pernambuco ,Chã Grande ,Urbana,Total,4743
2604601,Nordeste ,Pernambuco ,Condado ,Urbana,Total,4386
2604700,Nordeste ,Pernambuco ,Correntes ,Urbana,Total,2629
2604809,Nordeste ,Pernambuco ,Cortês ,Urbana,Total,2178
2604908,Nordeste ,Pernambuco ,Cumaru ,Urbana,Total,3069
2605004,Nordeste ,Pernambuco ,Cupira ,Urbana,Total,5821
2605103,Nordeste ,Pernambuco ,Custódia ,Urbana,Total,6174
2605152,Nordeste ,Pernambuco ,Dormentes ,Urbana,Total,2341
2605202,Nordeste ,Pernambuco ,Escada ,Urbana,Total,12236
2605301,Nordeste ,Pernambuco ,Exu ,Urbana,Total,5644
2605400,Nordeste ,Pernambuco ,Feira Nova ,Urbana,Total,3879
2605459,Nordeste ,Pernambuco ,Fernando de Noronha ,Urbana,Total,636
2605509,Nordeste ,Pernambuco ,Ferreiros ,Urbana,Total,2053
2605608,Nordeste ,Pernambuco ,Flores ,Urbana,Total,2084
2605707,Nordeste ,Pernambuco ,Floresta ,Urbana,Total,6715
2605806,Nordeste ,Pernambuco ,Frei Miguelinho ,Urbana,Total,1416
2605905,Nordeste ,Pernambuco ,Gameleira ,Urbana,Total,3933
2606002,Nordeste ,Pernambuco ,Garanhuns ,Urbana,Total,34553
2606101,Nordeste ,Pernambuco ,Glória do Goitá ,Urbana,Total,5385
2606200,Nordeste ,Pernambuco ,Goiana ,Urbana,Total,20206
2606309,Nordeste ,Pernambuco ,Granito ,Urbana,Total,928
2606408,Nordeste ,Pernambuco ,Gravatá ,Urbana,Total,16082
2606507,Nordeste ,Pernambuco ,Iati ,Urbana,Total,3281
2606606,Nordeste ,Pernambuco ,Ibimirim ,Urbana,Total,3936
2606705,Nordeste ,Pernambuco ,Ibirajuba ,Urbana,Total,1332
2606804,Nordeste ,Pernambuco ,Igarassu ,Urbana,Total,20619
2606903,Nordeste ,Pernambuco ,Iguaracy ,Urbana,Total,1780
2607604,Nordeste ,Pernambuco ,Ilha de Itamaracá ,Urbana,Total,3765
2607000,Nordeste ,Pernambuco ,Inajá ,Urbana,Total,3992
2607109,Nordeste ,Pernambuco ,Ingazeira ,Urbana,Total,902
2607208,Nordeste ,Pernambuco ,Ipojuca ,Urbana,Total,25620
2607307,Nordeste ,Pernambuco ,Ipubi ,Urbana,Total,6910
2607406,Nordeste ,Pernambuco ,Itacuruba ,Urbana,Total,958
2607505,Nordeste ,Pernambuco ,Itaíba ,Urbana,Total,3591
2607653,Nordeste ,Pernambuco ,Itambé ,Urbana,Total,7538
2607703,Nordeste ,Pernambuco ,Itapetim ,Urbana,Total,2555
2607752,Nordeste ,Pernambuco ,Itapissuma ,Urbana,Total,4656
2607802,Nordeste ,Pernambuco ,Itaquitinga ,Urbana,Total,3466
2607901,Nordeste ,Pernambuco ,Jaboatão dos Guararapes ,Urbana,Total,118028
2607950,Nordeste ,Pernambuco ,Jaqueira ,Urbana,Total,2084
2608008,Nordeste ,Pernambuco ,Jataúba ,Urbana,Total,2598
2608057,Nordeste ,Pernambuco ,Jatobá ,Urbana,Total,2007
2608107,Nordeste ,Pernambuco ,João Alfredo ,Urbana,Total,3974
2608206,Nordeste ,Pernambuco ,Joaquim Nabuco ,Urbana,Total,2299
2608255,Nordeste ,Pernambuco ,Jucati ,Urbana,Total,2788
2608305,Nordeste ,Pernambuco ,Jupi ,Urbana,Total,3456
2608404,Nordeste ,Pernambuco ,Jurema ,Urbana,Total,3007
2608503,Nordeste ,Pernambuco ,Lagoa de Itaenga ,Urbana,Total,4611
2608453,Nordeste ,Pernambuco ,Lagoa do Carro ,Urbana,Total,3143
2608602,Nordeste ,Pernambuco ,Lagoa do Ouro ,Urbana,Total,2180
2608701,Nordeste ,Pernambuco ,Lagoa dos Gatos ,Urbana,Total,2426
2608750,Nordeste ,Pernambuco ,Lagoa Grande ,Urbana,Total,3413
2608800,Nordeste ,Pernambuco ,Lajedo ,Urbana,Total,9550
2608909,Nordeste ,Pernambuco ,Limoeiro ,Urbana,Total,11643
2609006,Nordeste ,Pernambuco ,Macaparana ,Urbana,Total,5292
2609105,Nordeste ,Pernambuco ,Machados ,Urbana,Total,1797
2609154,Nordeste ,Pernambuco ,Manari ,Urbana,Total,3150
2609204,Nordeste ,Pernambuco ,Maraial ,Urbana,Total,1635
2609303,Nordeste ,Pernambuco ,Mirandiba ,Urbana,Total,3443
2614303,Nordeste ,Pernambuco ,Moreilândia ,Urbana,Total,2562
2609402,Nordeste ,Pernambuco ,Moreno ,Urbana,Total,10407
2609501,Nordeste ,Pernambuco ,Nazaré da Mata ,Urbana,Total,7058
2609600,Nordeste ,Pernambuco ,Olinda ,Urbana,Total,71885
2609709,Nordeste ,Pernambuco ,Orobó ,Urbana,Total,2542
2609808,Nordeste ,Pernambuco ,Orocó ,Urbana,Total,1666
2609907,Nordeste ,Pernambuco ,Ouricuri ,Urbana,Total,11530
2610004,Nordeste ,Pernambuco ,Palmares ,Urbana,Total,13256
2610103,Nordeste ,Pernambuco ,Palmeirina ,Urbana,Total,1377
2610202,Nordeste ,Pernambuco ,Panelas ,Urbana,Total,3539
2610301,Nordeste ,Pernambuco ,Paranatama ,Urbana,Total,2041
2610400,Nordeste ,Pernambuco ,Parnamirim ,Urbana,Total,3070
2610509,Nordeste ,Pernambuco ,Passira ,Urbana,Total,4081
2610608,Nordeste ,Pernambuco ,Paudalho ,Urbana,Total,8571
2610707,Nordeste ,Pernambuco ,Paulista ,Urbana,Total,63145
2610806,Nordeste ,Pernambuco ,Pedra ,Urbana,Total,2895
2610905,Nordeste ,Pernambuco ,Pesqueira ,Urbana,Total,11897
2611002,Nordeste ,Pernambuco ,Petrolândia ,Urbana,Total,6054
2611101,Nordeste ,Pernambuco ,Petrolina ,Urbana,Total,74880
2611200,Nordeste ,Pernambuco ,Poção ,Urbana,Total,2063
2611309,Nordeste ,Pernambuco ,Pombos ,Urbana,Total,4869
2611408,Nordeste ,Pernambuco ,Primavera ,Urbana,Total,2122
2611507,Nordeste ,Pernambuco ,Quipapá ,Urbana,Total,2890
2611533,Nordeste ,Pernambuco ,Quixaba ,Urbana,Total,1109
2611606,Nordeste ,Pernambuco ,Recife ,Urbana,Total,334624
2611705,Nordeste ,Pernambuco ,Riacho das Almas ,Urbana,Total,2819
2611804,Nordeste ,Pernambuco ,Ribeirão ,Urbana,Total,6812
2611903,Nordeste ,Pernambuco ,Rio Formoso ,Urbana,Total,4887
2612000,Nordeste ,Pernambuco ,Sairé ,Urbana,Total,1504
2612109,Nordeste ,Pernambuco ,Salgadinho ,Urbana,Total,984
2612208,Nordeste ,Pernambuco ,Salgueiro ,Urbana,Total,14202
2612307,Nordeste ,Pernambuco ,Saloá ,Urbana,Total,2761
2612406,Nordeste ,Pernambuco ,Sanharó ,Urbana,Total,3456
2612455,Nordeste ,Pernambuco ,Santa Cruz ,Urbana,Total,2166
2612471,Nordeste ,Pernambuco ,Santa Cruz da Baixa Verde ,Urbana,Total,2586
2612505,Nordeste ,Pernambuco ,Santa Cruz do Capibaribe ,Urbana,Total,24887
2612554,Nordeste ,Pernambuco ,Santa Filomena ,Urbana,Total,1040
2612604,Nordeste ,Pernambuco ,Santa Maria da Boa Vista ,Urbana,Total,5405
2612703,Nordeste ,Pernambuco ,Santa Maria do Cambucá ,Urbana,Total,2072
2612802,Nordeste ,Pernambuco ,Santa Terezinha ,Urbana,Total,1995
2612901,Nordeste ,Pernambuco ,São Benedito do Sul ,Urbana,Total,2069
2613008,Nordeste ,Pernambuco ,São Bento do Una ,Urbana,Total,7836
2613107,Nordeste ,Pernambuco ,São Caitano ,Urbana,Total,6889
2613206,Nordeste ,Pernambuco ,São João ,Urbana,Total,3562
2613305,Nordeste ,Pernambuco ,São Joaquim do Monte ,Urbana,Total,3407
2613404,Nordeste ,Pernambuco ,São José da Coroa Grande ,Urbana,Total,4371
2613503,Nordeste ,Pernambuco ,São José do Belmonte ,Urbana,Total,7270
2613602,Nordeste ,Pernambuco ,São José do Egito ,Urbana,Total,5539
2613701,Nordeste ,Pernambuco ,São Lourenço da Mata ,Urbana,Total,21677
2613800,Nordeste ,Pernambuco ,São Vicente Férrer ,Urbana,Total,3384
2613909,Nordeste ,Pernambuco ,Serra Talhada ,Urbana,Total,18794
2614006,Nordeste ,Pernambuco ,Serrita ,Urbana,Total,3322
2614105,Nordeste ,Pernambuco ,Sertânia ,Urbana,Total,6845
2614204,Nordeste ,Pernambuco ,Sirinhaém ,Urbana,Total,6756
2614402,Nordeste ,Pernambuco ,Solidão ,Urbana,Total,957
2614501,Nordeste ,Pernambuco ,Surubim ,Urbana,Total,12633
2614600,Nordeste ,Pernambuco ,Tabira ,Urbana,Total,5859
2614709,Nordeste ,Pernambuco ,Tacaimbó ,Urbana,Total,2399
2614808,Nordeste ,Pernambuco ,Tacaratu ,Urbana,Total,1571
2614857,Nordeste ,Pernambuco ,Tamandaré ,Urbana,Total,6053
2615003,Nordeste ,Pernambuco ,Taquaritinga do Norte ,Urbana,Total,4879
2615102,Nordeste ,Pernambuco ,Terezinha ,Urbana,Total,1364
2615201,Nordeste ,Pernambuco ,Terra Nova ,Urbana,Total,1603
2615300,Nordeste ,Pernambuco ,Timbaúba ,Urbana,Total,10719
2615409,Nordeste ,Pernambuco ,Toritama ,Urbana,Total,10159
2615508,Nordeste ,Pernambuco ,Tracunhaém ,Urbana,Total,2554
2615607,Nordeste ,Pernambuco ,Trindade ,Urbana,Total,7420
2615706,Nordeste ,Pernambuco ,Triunfo ,Urbana,Total,3256
2615805,Nordeste ,Pernambuco ,Tupanatinga ,Urbana,Total,3646
2615904,Nordeste ,Pernambuco ,Tuparetama ,Urbana,Total,1653
2616001,Nordeste ,Pernambuco ,Venturosa ,Urbana,Total,3260
2616100,Nordeste ,Pernambuco ,Verdejante ,Urbana,Total,1374
2616183,Nordeste ,Pernambuco ,Vertente do Lério ,Urbana,Total,989
2616209,Nordeste ,Pernambuco ,Vertentes ,Urbana,Total,2823
2616308,Nordeste ,Pernambuco ,Vicência ,Urbana,Total,5484
2616407,Nordeste ,Pernambuco ,Vitória de Santo Antão ,Urbana,Total,29269
2616506,Nordeste ,Pernambuco ,Xexéu ,Urbana,Total,2254
2700102,Nordeste ,Alagoas ,Água Branca ,Urbana,Total,2901
2700201,Nordeste ,Alagoas ,Anadia ,Urbana,Total,3229
2700300,Nordeste ,Alagoas ,Arapiraca ,Urbana,Total,48646
2700409,Nordeste ,Alagoas ,Atalaia ,Urbana,Total,6434
2700508,Nordeste ,Alagoas ,Barra de Santo Antônio ,Urbana,Total,3280
2700607,Nordeste ,Alagoas ,Barra de São Miguel ,Urbana,Total,2415
2700706,Nordeste ,Alagoas ,Batalha ,Urbana,Total,4772
2700805,Nordeste ,Alagoas ,Belém ,Urbana,Total,1372
2700904,Nordeste ,Alagoas ,Belo Monte ,Urbana,Total,873
2701001,Nordeste ,Alagoas ,Boca da Mata ,Urbana,Total,5804
2701100,Nordeste ,Alagoas ,Branquinha ,Urbana,Total,2686
2701209,Nordeste ,Alagoas ,Cacimbinhas ,Urbana,Total,3148
2701308,Nordeste ,Alagoas ,Cajueiro ,Urbana,Total,4694
2701357,Nordeste ,Alagoas ,Campestre ,Urbana,Total,2083
2701407,Nordeste ,Alagoas ,Campo Alegre ,Urbana,Total,6690
2701506,Nordeste ,Alagoas ,Campo Grande ,Urbana,Total,1694
2701605,Nordeste ,Alagoas ,Canapi ,Urbana,Total,3079
2701704,Nordeste ,Alagoas ,Capela ,Urbana,Total,3976
2701803,Nordeste ,Alagoas ,Carneiros ,Urbana,Total,2439
2701902,Nordeste ,Alagoas ,Chã Preta ,Urbana,Total,1658
2702009,Nordeste ,Alagoas ,Coité do Nóia ,Urbana,Total,2178
2702108,Nordeste ,Alagoas ,Colônia Leopoldina ,Urbana,Total,4477
2702207,Nordeste ,Alagoas ,Coqueiro Seco ,Urbana,Total,1381
2702306,Nordeste ,Alagoas ,Coruripe ,Urbana,Total,8706
2702355,Nordeste ,Alagoas ,Craíbas ,Urbana,Total,5491
2702405,Nordeste ,Alagoas ,Delmiro Gouveia ,Urbana,Total,9955
2702504,Nordeste ,Alagoas ,Dois Riachos ,Urbana,Total,2266
2702553,Nordeste ,Alagoas ,Estrela de Alagoas ,Urbana,Total,1755
2702603,Nordeste ,Alagoas ,Feira Grande ,Urbana,Total,3219
2702702,Nordeste ,Alagoas ,Feliz Deserto ,Urbana,Total,1166
2702801,Nordeste ,Alagoas ,Flexeiras ,Urbana,Total,2157
2702900,Nordeste ,Alagoas ,Girau do Ponciano ,Urbana,Total,5580
2703007,Nordeste ,Alagoas ,Ibateguara ,Urbana,Total,3299
2703106,Nordeste ,Alagoas ,Igaci ,Urbana,Total,2185
2703205,Nordeste ,Alagoas ,Igreja Nova ,Urbana,Total,2570
2703304,Nordeste ,Alagoas ,Inhapi ,Urbana,Total,3876
2703403,Nordeste ,Alagoas ,Jacaré dos Homens ,Urbana,Total,1399
2703502,Nordeste ,Alagoas ,Jacuípe ,Urbana,Total,1550
2703601,Nordeste ,Alagoas ,Japaratinga ,Urbana,Total,1796
2703700,Nordeste ,Alagoas ,Jaramataia ,Urbana,Total,1192
2703759,Nordeste ,Alagoas ,Jequiá da Praia ,Urbana,Total,1152
2703809,Nordeste ,Alagoas ,Joaquim Gomes ,Urbana,Total,3890
2703908,Nordeste ,Alagoas ,Jundiá ,Urbana,Total,1502
2704005,Nordeste ,Alagoas ,Junqueiro ,Urbana,Total,3388
2704104,Nordeste ,Alagoas ,Lagoa da Canoa ,Urbana,Total,4007
2704203,Nordeste ,Alagoas ,Limoeiro de Anadia ,Urbana,Total,2130
2704302,Nordeste ,Alagoas ,Maceió ,Urbana,Total,195351
2704401,Nordeste ,Alagoas ,Major Isidoro ,Urbana,Total,2397
2704906,Nordeste ,Alagoas ,Mar Vermelho ,Urbana,Total,758
2704500,Nordeste ,Alagoas ,Maragogi ,Urbana,Total,7765
2704609,Nordeste ,Alagoas ,Maravilha ,Urbana,Total,2496
2704708,Nordeste ,Alagoas ,Marechal Deodoro ,Urbana,Total,11623
2704807,Nordeste ,Alagoas ,Maribondo ,Urbana,Total,2668
2705002,Nordeste ,Alagoas ,Mata Grande ,Urbana,Total,2697
