"Tabela 6873 - Número de estabelecimentos agropecuários e Número de tratores, implementos e máquinas existentes nos estabelecimentos agropecuários, por tipologia, tratores, implementos e máquinas existentes no estabelecimento agropecuário, condição do produtor em relação às terras e grupos de atividade econômica - Ranking ascendente"
"Variável - Número de estabelecimentos agropecuários (Unidades)"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Ano x Tipologia x Tratores, implementos e máquinas existentes no estabelecimento agropecuário"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"2017"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Total"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Tratores"
"1707108";"Divinópolis do Tocantins (TO)";"Total";"1";"Total";"131"
"1707207";"Dois Irmãos do Tocantins (TO)";"Total";"1";"Total";"171"
"1707306";"Dueré (TO)";"Total";"1";"Total";"199"
"1707405";"Esperantina (TO)";"Total";"1";"Total";"11"
"1707553";"Fátima (TO)";"Total";"1";"Total";"34"
"1707652";"Figueirópolis (TO)";"Total";"1";"Total";"131"
"1707702";"Filadélfia (TO)";"Total";"1";"Total";"61"
"1708205";"Formoso do Araguaia (TO)";"Total";"1";"Total";"284"
"1708254";"Tabocão (TO)";"Total";"1";"Total";"26"
"1708304";"Goianorte (TO)";"Total";"1";"Total";"66"
"1709005";"Goiatins (TO)";"Total";"1";"Total";"64"
"1709302";"Guaraí (TO)";"Total";"1";"Total";"105"
"1709500";"Gurupi (TO)";"Total";"1";"Total";"195"
"1709807";"Ipueiras (TO)";"Total";"1";"Total";"22"
"1710508";"Itacajá (TO)";"Total";"1";"Total";"54"
"1710706";"Itaguatins (TO)";"Total";"1";"Total";"21"
"1710904";"Itapiratins (TO)";"Total";"1";"Total";"36"
"1711100";"Itaporã do Tocantins (TO)";"Total";"1";"Total";"39"
"1711506";"Jaú do Tocantins (TO)";"Total";"1";"Total";"149"
"1711803";"Juarina (TO)";"Total";"1";"Total";"32"
"1711902";"Lagoa da Confusão (TO)";"Total";"1";"Total";"132"
"1711951";"Lagoa do Tocantins (TO)";"Total";"1";"Total";"11"
"1712009";"Lajeado (TO)";"Total";"1";"Total";"14"
"1712157";"Lavandeira (TO)";"Total";"1";"Total";"29"
"1712405";"Lizarda (TO)";"Total";"1";"Total";"19"
"1712454";"Luzinópolis (TO)";"Total";"1";"Total";"10"
"1712504";"Marianópolis do Tocantins (TO)";"Total";"1";"Total";"89"
"1712702";"Mateiros (TO)";"Total";"1";"Total";"14"
"1712801";"Maurilândia do Tocantins (TO)";"Total";"1";"Total";"8"
"1713205";"Miracema do Tocantins (TO)";"Total";"1";"Total";"167"
"1713304";"Miranorte (TO)";"Total";"1";"Total";"94"
"1713601";"Monte do Carmo (TO)";"Total";"1";"Total";"109"
"1713700";"Monte Santo do Tocantins (TO)";"Total";"1";"Total";"97"
"1713809";"Palmeiras do Tocantins (TO)";"Total";"1";"Total";"57"
"1713957";"Muricilândia (TO)";"Total";"1";"Total";"40"
"1714203";"Natividade (TO)";"Total";"1";"Total";"49"
"1714302";"Nazaré (TO)";"Total";"1";"Total";"18"
"1714880";"Nova Olinda (TO)";"Total";"1";"Total";"68"
"1715002";"Nova Rosalândia (TO)";"Total";"1";"Total";"41"
"1715101";"Novo Acordo (TO)";"Total";"1";"Total";"31"
"1715150";"Novo Alegre (TO)";"Total";"1";"Total";"20"
"1715259";"Novo Jardim (TO)";"Total";"1";"Total";"23"
"1715507";"Oliveira de Fátima (TO)";"Total";"1";"Total";"21"
"1715705";"Palmeirante (TO)";"Total";"1";"Total";"68"
"1715754";"Palmeirópolis (TO)";"Total";"1";"Total";"109"
"1716109";"Paraíso do Tocantins (TO)";"Total";"1";"Total";"153"
"1716208";"Paranã (TO)";"Total";"1";"Total";"146"
"1716307";"Pau D'Arco (TO)";"Total";"1";"Total";"48"
"1716505";"Pedro Afonso (TO)";"Total";"1";"Total";"58"
"1716604";"Peixe (TO)";"Total";"1";"Total";"248"
"1716653";"Pequizeiro (TO)";"Total";"1";"Total";"74"
"1716703";"Colméia (TO)";"Total";"1";"Total";"45"
"1717008";"Pindorama do Tocantins (TO)";"Total";"1";"Total";"28"
"1717206";"Piraquê (TO)";"Total";"1";"Total";"37"
"1717503";"Pium (TO)";"Total";"1";"Total";"180"
"1717800";"Ponte Alta do Bom Jesus (TO)";"Total";"1";"Total";"24"
"1717909";"Ponte Alta do Tocantins (TO)";"Total";"1";"Total";"56"
"1718006";"Porto Alegre do Tocantins (TO)";"Total";"1";"Total";"15"
"1718204";"Porto Nacional (TO)";"Total";"1";"Total";"258"
"1718303";"Praia Norte (TO)";"Total";"1";"Total";"8"
"1718402";"Presidente Kennedy (TO)";"Total";"1";"Total";"19"
"1718451";"Pugmil (TO)";"Total";"1";"Total";"36"
"1718501";"Recursolândia (TO)";"Total";"1";"Total";"13"
"1718550";"Riachinho (TO)";"Total";"1";"Total";"18"
"1718659";"Rio da Conceição (TO)";"Total";"1";"Total";"6"
"1718709";"Rio dos Bois (TO)";"Total";"1";"Total";"38"
"1718758";"Rio Sono (TO)";"Total";"1";"Total";"93"
"1718808";"Sampaio (TO)";"Total";"1";"Total";"8"
"1718840";"Sandolândia (TO)";"Total";"1";"Total";"122"
"1718865";"Santa Fé do Araguaia (TO)";"Total";"1";"Total";"61"
"1718881";"Santa Maria do Tocantins (TO)";"Total";"1";"Total";"28"
"1718899";"Santa Rita do Tocantins (TO)";"Total";"1";"Total";"135"
"1718907";"Santa Rosa do Tocantins (TO)";"Total";"1";"Total";"57"
"1719004";"Santa Tereza do Tocantins (TO)";"Total";"1";"Total";"17"
"1720002";"Santa Terezinha do Tocantins (TO)";"Total";"1";"Total";"10"
"1720101";"São Bento do Tocantins (TO)";"Total";"1";"Total";"31"
"1720150";"São Félix do Tocantins (TO)";"Total";"1";"Total";"5"
"1720200";"São Miguel do Tocantins (TO)";"Total";"1";"Total";"20"
"1720259";"São Salvador do Tocantins (TO)";"Total";"1";"Total";"44"
"1720309";"São Sebastião do Tocantins (TO)";"Total";"1";"Total";"9"
"1720499";"São Valério (TO)";"Total";"1";"Total";"97"
"1720655";"Silvanópolis (TO)";"Total";"1";"Total";"62"
"1720804";"Sítio Novo do Tocantins (TO)";"Total";"1";"Total";"20"
"1720853";"Sucupira (TO)";"Total";"1";"Total";"59"
"1720903";"Taguatinga (TO)";"Total";"1";"Total";"90"
"1720937";"Taipas do Tocantins (TO)";"Total";"1";"Total";"10"
"1720978";"Talismã (TO)";"Total";"1";"Total";"131"
"1721000";"Palmas (TO)";"Total";"1";"Total";"87"
"1721109";"Tocantínia (TO)";"Total";"1";"Total";"37"
"1721208";"Tocantinópolis (TO)";"Total";"1";"Total";"33"
"1721257";"Tupirama (TO)";"Total";"1";"Total";"37"
"1721307";"Tupiratins (TO)";"Total";"1";"Total";"17"
"1722081";"Wanderlândia (TO)";"Total";"1";"Total";"68"
"1722107";"Xambioá (TO)";"Total";"1";"Total";"44"
"2100055";"Açailândia (MA)";"Total";"1";"Total";"283"
"2100105";"Afonso Cunha (MA)";"Total";"1";"Total";"2"
"2100154";"Água Doce do Maranhão (MA)";"Total";"1";"Total";"2"
"2100204";"Alcântara (MA)";"Total";"1";"Total";"-"
"2100303";"Aldeias Altas (MA)";"Total";"1";"Total";"5"
"2100402";"Altamira do Maranhão (MA)";"Total";"1";"Total";"16"
"2100436";"Alto Alegre do Maranhão (MA)";"Total";"1";"Total";"10"
"2100477";"Alto Alegre do Pindaré (MA)";"Total";"1";"Total";"14"
"2100501";"Alto Parnaíba (MA)";"Total";"1";"Total";"23"
"2100550";"Amapá do Maranhão (MA)";"Total";"1";"Total";"8"
"2100600";"Amarante do Maranhão (MA)";"Total";"1";"Total";"81"
"2100709";"Anajatuba (MA)";"Total";"1";"Total";"7"
"2100808";"Anapurus (MA)";"Total";"1";"Total";"21"
"2100832";"Apicum-Açu (MA)";"Total";"1";"Total";"-"
"2100873";"Araguanã (MA)";"Total";"1";"Total";"27"
"2100907";"Araioses (MA)";"Total";"1";"Total";"18"
"2100956";"Arame (MA)";"Total";"1";"Total";"36"
"2101004";"Arari (MA)";"Total";"1";"Total";"29"
"2101103";"Axixá (MA)";"Total";"1";"Total";"2"
"2101202";"Bacabal (MA)";"Total";"1";"Total";"84"
"2101251";"Bacabeira (MA)";"Total";"1";"Total";"5"
"2101301";"Bacuri (MA)";"Total";"1";"Total";"-"
"2101350";"Bacurituba (MA)";"Total";"1";"Total";"-"
"2101400";"Balsas (MA)";"Total";"1";"Total";"234"
"2101509";"Barão de Grajaú (MA)";"Total";"1";"Total";"8"
"2101608";"Barra do Corda (MA)";"Total";"1";"Total";"84"
"2101707";"Barreirinhas (MA)";"Total";"1";"Total";"4"
"2101731";"Belágua (MA)";"Total";"1";"Total";"2"
"2101772";"Bela Vista do Maranhão (MA)";"Total";"1";"Total";"12"
"2101806";"Benedito Leite (MA)";"Total";"1";"Total";"18"
"2101905";"Bequimão (MA)";"Total";"1";"Total";"6"
"2101939";"Bernardo do Mearim (MA)";"Total";"1";"Total";"13"
"2101970";"Boa Vista do Gurupi (MA)";"Total";"1";"Total";"6"
"2102002";"Bom Jardim (MA)";"Total";"1";"Total";"74"
"2102036";"Bom Jesus das Selvas (MA)";"Total";"1";"Total";"94"
"2102077";"Bom Lugar (MA)";"Total";"1";"Total";"31"
"2102101";"Brejo (MA)";"Total";"1";"Total";"25"
"2102150";"Brejo de Areia (MA)";"Total";"1";"Total";"7"
"2102200";"Buriti (MA)";"Total";"1";"Total";"12"
"2102309";"Buriti Bravo (MA)";"Total";"1";"Total";"25"
"2102325";"Buriticupu (MA)";"Total";"1";"Total";"43"
"2102358";"Buritirana (MA)";"Total";"1";"Total";"47"
"2102374";"Cachoeira Grande (MA)";"Total";"1";"Total";"1"
"2102408";"Cajapió (MA)";"Total";"1";"Total";"3"
"2102507";"Cajari (MA)";"Total";"1";"Total";"5"
"2102556";"Campestre do Maranhão (MA)";"Total";"1";"Total";"37"
"2102606";"Cândido Mendes (MA)";"Total";"1";"Total";"3"
"2102705";"Cantanhede (MA)";"Total";"1";"Total";"15"
"2102754";"Capinzal do Norte (MA)";"Total";"1";"Total";"10"
"2102804";"Carolina (MA)";"Total";"1";"Total";"89"
"2102903";"Carutapera (MA)";"Total";"1";"Total";"8"
"2103000";"Caxias (MA)";"Total";"1";"Total";"27"
"2103109";"Cedral (MA)";"Total";"1";"Total";"-"
"2103125";"Central do Maranhão (MA)";"Total";"1";"Total";"3"
"2103158";"Centro do Guilherme (MA)";"Total";"1";"Total";"6"
"2103174";"Centro Novo do Maranhão (MA)";"Total";"1";"Total";"23"
"2103208";"Chapadinha (MA)";"Total";"1";"Total";"23"
"2103257";"Cidelândia (MA)";"Total";"1";"Total";"83"
"2103307";"Codó (MA)";"Total";"1";"Total";"42"
"2103406";"Coelho Neto (MA)";"Total";"1";"Total";"5"
"2103505";"Colinas (MA)";"Total";"1";"Total";"22"
"2103554";"Conceição do Lago-Açu (MA)";"Total";"1";"Total";"5"
"2103604";"Coroatá (MA)";"Total";"1";"Total";"24"
"2103703";"Cururupu (MA)";"Total";"1";"Total";"2"
"2103752";"Davinópolis (MA)";"Total";"1";"Total";"23"
"2103802";"Dom Pedro (MA)";"Total";"1";"Total";"22"
"2103901";"Duque Bacelar (MA)";"Total";"1";"Total";"-"
"2104008";"Esperantinópolis (MA)";"Total";"1";"Total";"10"
"2104057";"Estreito (MA)";"Total";"1";"Total";"114"
"2104073";"Feira Nova do Maranhão (MA)";"Total";"1";"Total";"35"
"2104081";"Fernando Falcão (MA)";"Total";"1";"Total";"6"
"2104099";"Formosa da Serra Negra (MA)";"Total";"1";"Total";"97"
"2104107";"Fortaleza dos Nogueiras (MA)";"Total";"1";"Total";"73"
"2104206";"Fortuna (MA)";"Total";"1";"Total";"19"
"2104305";"Godofredo Viana (MA)";"Total";"1";"Total";"3"
"2104404";"Gonçalves Dias (MA)";"Total";"1";"Total";"15"
"2104503";"Governador Archer (MA)";"Total";"1";"Total";"11"
"2104552";"Governador Edison Lobão (MA)";"Total";"1";"Total";"48"
"2104602";"Governador Eugênio Barros (MA)";"Total";"1";"Total";"31"
"2104628";"Governador Luiz Rocha (MA)";"Total";"1";"Total";"12"
"2104651";"Governador Newton Bello (MA)";"Total";"1";"Total";"29"
"2104677";"Governador Nunes Freire (MA)";"Total";"1";"Total";"24"
"2104701";"Graça Aranha (MA)";"Total";"1";"Total";"6"
"2104800";"Grajaú (MA)";"Total";"1";"Total";"227"
"2104909";"Guimarães (MA)";"Total";"1";"Total";"1"
"2105005";"Humberto de Campos (MA)";"Total";"1";"Total";"5"
"2105104";"Icatu (MA)";"Total";"1";"Total";"3"
"2105153";"Igarapé do Meio (MA)";"Total";"1";"Total";"9"
"2105203";"Igarapé Grande (MA)";"Total";"1";"Total";"8"
"2105302";"Imperatriz (MA)";"Total";"1";"Total";"67"
"2105351";"Itaipava do Grajaú (MA)";"Total";"1";"Total";"14"
"2105401";"Itapecuru Mirim (MA)";"Total";"1";"Total";"31"
"2105427";"Itinga do Maranhão (MA)";"Total";"1";"Total";"85"
"2105450";"Jatobá (MA)";"Total";"1";"Total";"30"
"2105476";"Jenipapo dos Vieiras (MA)";"Total";"1";"Total";"26"
"2105500";"João Lisboa (MA)";"Total";"1";"Total";"75"
"2105609";"Joselândia (MA)";"Total";"1";"Total";"7"
"2105658";"Junco do Maranhão (MA)";"Total";"1";"Total";"13"
"2105708";"Lago da Pedra (MA)";"Total";"1";"Total";"24"
"2105807";"Lago do Junco (MA)";"Total";"1";"Total";"11"
"2105906";"Lago Verde (MA)";"Total";"1";"Total";"24"
"2105922";"Lagoa do Mato (MA)";"Total";"1";"Total";"17"
"2105948";"Lago dos Rodrigues (MA)";"Total";"1";"Total";"7"
"2105963";"Lagoa Grande do Maranhão (MA)";"Total";"1";"Total";"6"
"2105989";"Lajeado Novo (MA)";"Total";"1";"Total";"45"
"2106003";"Lima Campos (MA)";"Total";"1";"Total";"8"
"2106102";"Loreto (MA)";"Total";"1";"Total";"50"
"2106201";"Luís Domingues (MA)";"Total";"1";"Total";"4"
"2106300";"Magalhães de Almeida (MA)";"Total";"1";"Total";"12"
"2106326";"Maracaçumé (MA)";"Total";"1";"Total";"11"
"2106359";"Marajá do Sena (MA)";"Total";"1";"Total";"8"
"2106375";"Maranhãozinho (MA)";"Total";"1";"Total";"18"
"2106409";"Mata Roma (MA)";"Total";"1";"Total";"5"
"2106508";"Matinha (MA)";"Total";"1";"Total";"10"
"2106607";"Matões (MA)";"Total";"1";"Total";"16"
"2106631";"Matões do Norte (MA)";"Total";"1";"Total";"17"
"2106672";"Milagres do Maranhão (MA)";"Total";"1";"Total";"19"
"2106706";"Mirador (MA)";"Total";"1";"Total";"17"
"2106755";"Miranda do Norte (MA)";"Total";"1";"Total";"16"
"2106805";"Mirinzal (MA)";"Total";"1";"Total";"2"
"2106904";"Monção (MA)";"Total";"1";"Total";"10"
"2107001";"Montes Altos (MA)";"Total";"1";"Total";"30"
"2107100";"Morros (MA)";"Total";"1";"Total";"-"
"2107209";"Nina Rodrigues (MA)";"Total";"1";"Total";"-"
"2107258";"Nova Colinas (MA)";"Total";"1";"Total";"26"
"2107308";"Nova Iorque (MA)";"Total";"1";"Total";"6"
"2107357";"Nova Olinda do Maranhão (MA)";"Total";"1";"Total";"22"
"2107407";"Olho d'Água das Cunhãs (MA)";"Total";"1";"Total";"25"
"2107456";"Olinda Nova do Maranhão (MA)";"Total";"1";"Total";"3"
"2107506";"Paço do Lumiar (MA)";"Total";"1";"Total";"20"
"2107605";"Palmeirândia (MA)";"Total";"1";"Total";"9"
"2107704";"Paraibano (MA)";"Total";"1";"Total";"24"
"2107803";"Parnarama (MA)";"Total";"1";"Total";"32"
"2107902";"Passagem Franca (MA)";"Total";"1";"Total";"16"
"2108009";"Pastos Bons (MA)";"Total";"1";"Total";"95"
"2108058";"Paulino Neves (MA)";"Total";"1";"Total";"2"
"2108108";"Paulo Ramos (MA)";"Total";"1";"Total";"12"
"2108207";"Pedreiras (MA)";"Total";"1";"Total";"3"
"2108256";"Pedro do Rosário (MA)";"Total";"1";"Total";"24"
"2108306";"Penalva (MA)";"Total";"1";"Total";"13"
"2108405";"Peri Mirim (MA)";"Total";"1";"Total";"-"
"2108454";"Peritoró (MA)";"Total";"1";"Total";"20"
"2108504";"Pindaré-Mirim (MA)";"Total";"1";"Total";"13"
"2108603";"Pinheiro (MA)";"Total";"1";"Total";"13"
"2108702";"Pio XII (MA)";"Total";"1";"Total";"14"
"2108801";"Pirapemas (MA)";"Total";"1";"Total";"4"
"2108900";"Poção de Pedras (MA)";"Total";"1";"Total";"20"
"2109007";"Porto Franco (MA)";"Total";"1";"Total";"108"
"2109056";"Porto Rico do Maranhão (MA)";"Total";"1";"Total";"-"
"2109106";"Presidente Dutra (MA)";"Total";"1";"Total";"58"
"2109205";"Presidente Juscelino (MA)";"Total";"1";"Total";"-"
"2109239";"Presidente Médici (MA)";"Total";"1";"Total";"5"
"2109270";"Presidente Sarney (MA)";"Total";"1";"Total";"5"
"2109304";"Presidente Vargas (MA)";"Total";"1";"Total";"1"
"2109403";"Primeira Cruz (MA)";"Total";"1";"Total";"1"
"2109452";"Raposa (MA)";"Total";"1";"Total";"3"
"2109502";"Riachão (MA)";"Total";"1";"Total";"119"
"2109551";"Ribamar Fiquene (MA)";"Total";"1";"Total";"53"
"2109601";"Rosário (MA)";"Total";"1";"Total";"3"
"2109700";"Sambaíba (MA)";"Total";"1";"Total";"57"
"2109759";"Santa Filomena do Maranhão (MA)";"Total";"1";"Total";"23"
"2109809";"Santa Helena (MA)";"Total";"1";"Total";"10"
"2109908";"Santa Inês (MA)";"Total";"1";"Total";"27"
"2110005";"Santa Luzia (MA)";"Total";"1";"Total";"60"
"2110039";"Santa Luzia do Paruá (MA)";"Total";"1";"Total";"17"
"2110104";"Santa Quitéria do Maranhão (MA)";"Total";"1";"Total";"3"
"2110203";"Santa Rita (MA)";"Total";"1";"Total";"20"
"2110237";"Santana do Maranhão (MA)";"Total";"1";"Total";"-"
"2110278";"Santo Amaro do Maranhão (MA)";"Total";"1";"Total";"1"
"2110302";"Santo Antônio dos Lopes (MA)";"Total";"1";"Total";"15"
"2110401";"São Benedito do Rio Preto (MA)";"Total";"1";"Total";"3"
"2110500";"São Bento (MA)";"Total";"1";"Total";"2"
"2110609";"São Bernardo (MA)";"Total";"1";"Total";"7"
"2110658";"São Domingos do Azeitão (MA)";"Total";"1";"Total";"26"
"2110708";"São Domingos do Maranhão (MA)";"Total";"1";"Total";"53"
"2110807";"São Félix de Balsas (MA)";"Total";"1";"Total";"15"
"2110856";"São Francisco do Brejão (MA)";"Total";"1";"Total";"60"
"2110906";"São Francisco do Maranhão (MA)";"Total";"1";"Total";"4"
"2111003";"São João Batista (MA)";"Total";"1";"Total";"3"
"2111029";"São João do Carú (MA)";"Total";"1";"Total";"6"
"2111052";"São João do Paraíso (MA)";"Total";"1";"Total";"70"
"2111078";"São João do Soter (MA)";"Total";"1";"Total";"11"
"2111102";"São João dos Patos (MA)";"Total";"1";"Total";"26"
"2111201";"São José de Ribamar (MA)";"Total";"1";"Total";"7"
"2111250";"São José dos Basílios (MA)";"Total";"1";"Total";"5"
"2111300";"São Luís (MA)";"Total";"1";"Total";"8"
"2111409";"São Luís Gonzaga do Maranhão (MA)";"Total";"1";"Total";"19"
"2111508";"São Mateus do Maranhão (MA)";"Total";"1";"Total";"36"
"2111532";"São Pedro da Água Branca (MA)";"Total";"1";"Total";"21"
"2111573";"São Pedro dos Crentes (MA)";"Total";"1";"Total";"31"
"2111607";"São Raimundo das Mangabeiras (MA)";"Total";"1";"Total";"52"
"2111631";"São Raimundo do Doca Bezerra (MA)";"Total";"1";"Total";"3"
"2111672";"São Roberto (MA)";"Total";"1";"Total";"4"
"2111706";"São Vicente Ferrer (MA)";"Total";"1";"Total";"1"
"2111722";"Satubinha (MA)";"Total";"1";"Total";"13"
"2111748";"Senador Alexandre Costa (MA)";"Total";"1";"Total";"13"
"2111763";"Senador La Rocque (MA)";"Total";"1";"Total";"43"
"2111789";"Serrano do Maranhão (MA)";"Total";"1";"Total";"-"
"2111805";"Sítio Novo (MA)";"Total";"1";"Total";"56"
"2111904";"Sucupira do Norte (MA)";"Total";"1";"Total";"32"
"2111953";"Sucupira do Riachão (MA)";"Total";"1";"Total";"6"
"2112001";"Tasso Fragoso (MA)";"Total";"1";"Total";"35"
"2112100";"Timbiras (MA)";"Total";"1";"Total";"8"
"2112209";"Timon (MA)";"Total";"1";"Total";"40"
"2112233";"Trizidela do Vale (MA)";"Total";"1";"Total";"4"
"2112274";"Tufilândia (MA)";"Total";"1";"Total";"5"
"2112308";"Tuntum (MA)";"Total";"1";"Total";"100"
"2112407";"Turiaçu (MA)";"Total";"1";"Total";"6"
"2112456";"Turilândia (MA)";"Total";"1";"Total";"12"
"2112506";"Tutóia (MA)";"Total";"1";"Total";"3"
"2112605";"Urbano Santos (MA)";"Total";"1";"Total";"11"
"2112704";"Vargem Grande (MA)";"Total";"1";"Total";"5"
"2112803";"Viana (MA)";"Total";"1";"Total";"13"
"2112852";"Vila Nova dos Martírios (MA)";"Total";"1";"Total";"82"
"2112902";"Vitória do Mearim (MA)";"Total";"1";"Total";"13"
"2113009";"Vitorino Freire (MA)";"Total";"1";"Total";"44"
"2114007";"Zé Doca (MA)";"Total";"1";"Total";"39"
"2200053";"Acauã (PI)";"Total";"1";"Total";"15"
"2200103";"Agricolândia (PI)";"Total";"1";"Total";"5"
"2200202";"Água Branca (PI)";"Total";"1";"Total";"6"
"2200251";"Alagoinha do Piauí (PI)";"Total";"1";"Total";"16"
"2200277";"Alegrete do Piauí (PI)";"Total";"1";"Total";"15"
"2200301";"Alto Longá (PI)";"Total";"1";"Total";"8"
"2200400";"Altos (PI)";"Total";"1";"Total";"35"
"2200459";"Alvorada do Gurguéia (PI)";"Total";"1";"Total";"19"
"2200509";"Amarante (PI)";"Total";"1";"Total";"25"
"2200608";"Angical do Piauí (PI)";"Total";"1";"Total";"4"
"2200707";"Anísio de Abreu (PI)";"Total";"1";"Total";"3"
"2200806";"Antônio Almeida (PI)";"Total";"1";"Total";"12"
"2200905";"Aroazes (PI)";"Total";"1";"Total";"6"
"2200954";"Aroeiras do Itaim (PI)";"Total";"1";"Total";"2"
"2201002";"Arraial (PI)";"Total";"1";"Total";"2"
"2201051";"Assunção do Piauí (PI)";"Total";"1";"Total";"15"
"2201101";"Avelino Lopes (PI)";"Total";"1";"Total";"4"
"2201150";"Baixa Grande do Ribeiro (PI)";"Total";"1";"Total";"81"
"2201176";"Barra D'Alcântara (PI)";"Total";"1";"Total";"-"
"2201200";"Barras (PI)";"Total";"1";"Total";"21"
"2201309";"Barreiras do Piauí (PI)";"Total";"1";"Total";"1"
"2201408";"Barro Duro (PI)";"Total";"1";"Total";"6"
"2201507";"Batalha (PI)";"Total";"1";"Total";"3"
"2201556";"Bela Vista do Piauí (PI)";"Total";"1";"Total";"3"
"2201572";"Belém do Piauí (PI)";"Total";"1";"Total";"5"
"2201606";"Beneditinos (PI)";"Total";"1";"Total";"2"
"2201705";"Bertolínia (PI)";"Total";"1";"Total";"10"
"2201739";"Betânia do Piauí (PI)";"Total";"1";"Total";"4"
"2201770";"Boa Hora (PI)";"Total";"1";"Total";"3"
"2201804";"Bocaina (PI)";"Total";"1";"Total";"2"
"2201903";"Bom Jesus (PI)";"Total";"1";"Total";"84"
"2201919";"Bom Princípio do Piauí (PI)";"Total";"1";"Total";"3"
"2201929";"Bonfim do Piauí (PI)";"Total";"1";"Total";"-"
"2201945";"Boqueirão do Piauí (PI)";"Total";"1";"Total";"4"
"2201960";"Brasileira (PI)";"Total";"1";"Total";"9"
"2201988";"Brejo do Piauí (PI)";"Total";"1";"Total";"11"
"2202000";"Buriti dos Lopes (PI)";"Total";"1";"Total";"15"
"2202026";"Buriti dos Montes (PI)";"Total";"1";"Total";"7"
"2202059";"Cabeceiras do Piauí (PI)";"Total";"1";"Total";"1"
"2202075";"Cajazeiras do Piauí (PI)";"Total";"1";"Total";"2"
"2202083";"Cajueiro da Praia (PI)";"Total";"1";"Total";"2"
"2202091";"Caldeirão Grande do Piauí (PI)";"Total";"1";"Total";"20"
"2202109";"Campinas do Piauí (PI)";"Total";"1";"Total";"11"
"2202117";"Campo Alegre do Fidalgo (PI)";"Total";"1";"Total";"4"
"2202133";"Campo Grande do Piauí (PI)";"Total";"1";"Total";"20"
"2202174";"Campo Largo do Piauí (PI)";"Total";"1";"Total";"4"
"2202208";"Campo Maior (PI)";"Total";"1";"Total";"33"
"2202251";"Canavieira (PI)";"Total";"1";"Total";"25"
"2202307";"Canto do Buriti (PI)";"Total";"1";"Total";"39"
"2202406";"Capitão de Campos (PI)";"Total";"1";"Total";"4"
"2202455";"Capitão Gervásio Oliveira (PI)";"Total";"1";"Total";"1"
"2202505";"Caracol (PI)";"Total";"1";"Total";"8"
"2202539";"Caraúbas do Piauí (PI)";"Total";"1";"Total";"3"
"2202554";"Caridade do Piauí (PI)";"Total";"1";"Total";"4"
"2202604";"Castelo do Piauí (PI)";"Total";"1";"Total";"5"
"2202653";"Caxingó (PI)";"Total";"1";"Total";"9"
"2202703";"Cocal (PI)";"Total";"1";"Total";"2"
"2202711";"Cocal de Telha (PI)";"Total";"1";"Total";"4"
"2202729";"Cocal dos Alves (PI)";"Total";"1";"Total";"-"
"2202737";"Coivaras (PI)";"Total";"1";"Total";"5"
"2202752";"Colônia do Gurguéia (PI)";"Total";"1";"Total";"9"
"2202778";"Colônia do Piauí (PI)";"Total";"1";"Total";"11"
"2202802";"Conceição do Canindé (PI)";"Total";"1";"Total";"18"
"2202851";"Coronel José Dias (PI)";"Total";"1";"Total";"2"
"2202901";"Corrente (PI)";"Total";"1";"Total";"67"
"2203008";"Cristalândia do Piauí (PI)";"Total";"1";"Total";"20"
"2203107";"Cristino Castro (PI)";"Total";"1";"Total";"14"
"2203206";"Curimatá (PI)";"Total";"1";"Total";"42"
"2203230";"Currais (PI)";"Total";"1";"Total";"30"
"2203255";"Curralinhos (PI)";"Total";"1";"Total";"3"
"2203271";"Curral Novo do Piauí (PI)";"Total";"1";"Total";"8"
"2203305";"Demerval Lobão (PI)";"Total";"1";"Total";"17"
"2203354";"Dirceu Arcoverde (PI)";"Total";"1";"Total";"-"
"2203404";"Dom Expedito Lopes (PI)";"Total";"1";"Total";"3"
"2203420";"Domingos Mourão (PI)";"Total";"1";"Total";"1"
"2203453";"Dom Inocêncio (PI)";"Total";"1";"Total";"2"
"2203503";"Elesbão Veloso (PI)";"Total";"1";"Total";"7"
"2203602";"Eliseu Martins (PI)";"Total";"1";"Total";"9"
"2203701";"Esperantina (PI)";"Total";"1";"Total";"11"
"2203750";"Fartura do Piauí (PI)";"Total";"1";"Total";"3"
"2203800";"Flores do Piauí (PI)";"Total";"1";"Total";"18"
"2203859";"Floresta do Piauí (PI)";"Total";"1";"Total";"1"
"2203909";"Floriano (PI)";"Total";"1";"Total";"62"
"2204006";"Francinópolis (PI)";"Total";"1";"Total";"4"
"2204105";"Francisco Ayres (PI)";"Total";"1";"Total";"2"
"2204154";"Francisco Macedo (PI)";"Total";"1";"Total";"-"
"2204204";"Francisco Santos (PI)";"Total";"1";"Total";"15"
"2204303";"Fronteiras (PI)";"Total";"1";"Total";"3"
"2204352";"Geminiano (PI)";"Total";"1";"Total";"3"
"2204402";"Gilbués (PI)";"Total";"1";"Total";"21"
"2204501";"Guadalupe (PI)";"Total";"1";"Total";"31"
